,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
207,208,BURGEL DIETER,NAUTIC CLUB BRIANCONNAIS,7 V4M,,0 days 05:56:08.000000000,0 days 01:11:38.000000000,0 days 02:44:03.000000000,0 days 02:00:28.000000000
208,209,CECILLON STEPHANIE SUI,TRIATHLON CLUB SEELAND,4 S4F,,0 days 05:56:49.000000000,0 days 01:11:35.000000000,0 days 03:01:46.000000000,0 days 01:43:30.000000000
209,210,DUJARDIN SERGE,C.A.O. SAINT CYR,7 S1M,,0 days 05:56:55.000000000,0 days 01:09:18.000000000,0 days 02:57:37.000000000,0 days 01:50:02.000000000
210,211,DELORME DOMINIQUE,NON LICENCIÉ,42 V1M,,0 days 05:58:45.000000000,0 days 01:01:10.000000000,0 days 03:03:08.000000000,0 days 01:54:28.000000000
211,212,LEGAST PIERRE,LES MILLE PATTES TRIATHLON,1 V6M,,0 days 05:59:26.000000000,0 days 01:03:10.000000000,0 days 02:58:14.000000000,0 days 01:58:04.000000000
212,213,GIACOMELLI KAREN,MONTELIMAR TRIATHLON,5 S4F,,0 days 06:00:35.000000000,0 days 00:59:21.000000000,0 days 02:57:07.000000000,0 days 02:04:08.000000000
213,214,HERR SEBASTIEN,LA CIOTAT TRIATHLON,43 V1M,,0 days 06:00:51.000000000,0 days 01:13:12.000000000,0 days 02:52:00.000000000,0 days 01:55:40.000000000
214,215,DUBOIS SÉBASTIEN,ASCC.RAMBOUILLET OLYMPIQUE,51 S4M,,0 days 06:01:04.000000000,0 days 01:10:26.000000000,0 days 02:42:25.000000000,0 days 02:08:15.000000000
215,216,GALLEGO FRÉDÉRIC,VAULX EN VELIN TRIATHLON,16 V3M,,0 days 06:06:17.000000000,0 days 01:13:43.000000000,0 days 02:51:41.000000000,0 days 02:00:55.000000000
216,217,GENDRON ANTOINE,HYDROCYCLOPEDS,52 S4M,,0 days 06:06:37.000000000,0 days 01:02:25.000000000,0 days 02:48:48.000000000,0 days 02:15:26.000000000
217,218,BABILOTTE PASCAL,PASTEL TRIATHLON SAINT QUENTIN,17 V3M,,0 days 06:07:25.000000000,0 days 01:23:15.000000000,0 days 02:50:58.000000000,0 days 01:53:14.000000000
218,219,BURTIER BÉATRICE,BOURG EN BRESSE TRIATHLON,1 V2F,,0 days 06:08:33.000000000,0 days 01:01:47.000000000,0 days 02:59:35.000000000,0 days 02:07:12.000000000
219,220,PARREU SOPHIE,TRI RUN FRONTIGNAN,6 S4F,,0 days 06:08:35.000000000,0 days 01:03:47.000000000,0 days 03:02:37.000000000,0 days 02:02:12.000000000
220,221,BARNOUIN CHRISTOPHE,ASVEL TRIATHLON,44 V1M,,0 days 06:08:44.000000000,0 days 01:02:46.000000000,0 days 03:10:15.000000000,0 days 01:55:44.000000000
221,222,SAXTON MARC,NON LICENCIÉ,33 V2M,,0 days 06:08:55.000000000,0 days 01:20:07.000000000,0 days 02:56:45.000000000,0 days 01:52:05.000000000
222,223,DUVAL ANNY,C.A.O. SAINT CYR,1 V3F,,0 days 06:11:03.000000000,0 days 01:04:29.000000000,0 days 03:08:07.000000000,0 days 01:58:28.000000000
223,224,DECLERCQ DOMINIQUE,PARIS SPORT CLUB,2 V3F,,0 days 06:14:27.000000000,0 days 01:03:28.000000000,0 days 03:16:11.000000000,0 days 01:54:50.000000000
224,225,ALBARELLO VINCENT,VALLEE DE MONTMORENCY TRIATHLON,28 S3M,,0 days 06:16:09.000000000,0 days 00:59:07.000000000,0 days 03:10:03.000000000,0 days 02:07:01.000000000
225,226,HUBERT ALAIN,V.A TRI,34 V2M,,0 days 06:20:23.000000000,0 days 00:59:08.000000000,0 days 03:03:57.000000000,0 days 02:17:20.000000000
226,227,BONNEAU GERALD,TRIATHLON DU SALEVE,8 V4M,,0 days 06:26:15.000000000,0 days 01:16:41.000000000,0 days 03:08:01.000000000,0 days 02:01:35.000000000
227,228,HUELAMO DIAZ BENJAMIN,ASMSE,29 S3M,,0 days 06:26:52.000000000,0 days 01:07:01.000000000,0 days 02:59:20.000000000,0 days 02:20:33.000000000
228,229,ALLIBERT MAXIME,MONTELIMAR TRIATHLON,8 S1M,,0 days 06:30:10.000000000,0 days 00:54:39.000000000,0 days 03:15:35.000000000,0 days 02:19:57.000000000
229,230,ROZIER-CHABERT CHRISTIA,ASMSE,53 S4M,,0 days 06:30:23.000000000,0 days 00:55:27.000000000,0 days 03:21:44.000000000,0 days 02:13:14.000000000
230,231,ANSQUER HERVÉ,BEAUMONT TRIATHLON,30 S3M,,0 days 06:30:47.000000000,0 days 01:13:26.000000000,0 days 03:15:52.000000000,0 days 02:01:31.000000000
231,232,BOULOC CHRISTIAN,TRI BIKE 34,9 V4M,,0 days 06:39:54.000000000,0 days 01:15:03.000000000,0 days 03:19:15.000000000,0 days 02:05:38.000000000
232,233,PALFREYMAN WILLIAM GBR,TEAM MERMILLOD TRIATHLON,18 V3M,,0 days 06:42:29.000000000,0 days 01:03:50.000000000,0 days 03:22:11.000000000,0 days 02:16:30.000000000
233,234,MARCOUX PIERRE,FONTANIL TRIATHLON,54 S4M,,0 days 06:45:26.000000000,0 days 01:28:41.000000000,0 days 03:02:15.000000000,0 days 02:14:32.000000000
234,235,HUBERT CECILE,V.A TRI,2 V2F,,0 days 06:49:00.000000000,0 days 01:03:32.000000000,0 days 03:22:03.000000000,0 days 02:23:26.000000000
235,236,JEANPETIT SANDRINE,ASTRIUM SPORT ATTITUDE,2 V1F,,0 days 07:11:24.000000000,0 days 01:39:47.000000000,0 days 03:22:56.000000000,0 days 02:08:42.000000000
236,237,LETON ANTOINE,ASTRIUM SPORT ATTITUDE,45 V1M,,0 days 07:11:24.000000000,0 days 01:39:42.000000000,0 days 03:22:51.000000000,0 days 02:08:53.000000000
