,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,DEGHAM TOUMY,MULHOUSE OLYMPIQUE TRIATHLON,1 SH,M,0 days 02:00:10.000000000,0 days 00:20:59.000000000,0 days 01:03:20.000000000,0 days 00:35:03.000000000
1,2,FARLOW AARON,TEAM TBB,2 SH,M,0 days 02:01:03.000000000,0 days 00:21:02.000000000,0 days 01:03:15.000000000,0 days 00:35:55.000000000
2,3,BILLEAU SIMON,TEAM CHARENTE TRIATHLON,3 SH,M,0 days 02:02:21.000000000,0 days 00:21:29.000000000,0 days 01:02:47.000000000,0 days 00:37:18.000000000
3,4,OUILLERES GWENAEL,TEAM MERMILLOD TRIATHLON,4 SH,M,0 days 02:03:10.000000000,0 days 00:21:30.000000000,0 days 01:05:25.000000000,0 days 00:35:21.000000000
4,5,FAURE HERVÉ,TRI07 PRIVAS,5 SH,M,0 days 02:03:56.000000000,0 days 00:21:25.000000000,0 days 01:02:55.000000000,0 days 00:38:50.000000000
5,6,MC CARTNEY KRISTIAN,ST RAPHAEL TRI,6 SH,M,0 days 02:06:39.000000000,0 days 00:20:59.000000000,0 days 01:08:23.000000000,0 days 00:36:22.000000000
6,7,MAUREL KÉVIN,OLYMPIC NICE NATATION,7 SH,M,0 days 02:11:26.000000000,0 days 00:21:26.000000000,0 days 01:07:53.000000000,0 days 00:41:08.000000000
7,8,COMBALUZIER FABIEN,VERSAILLES TRIATHLON,8 SH,M,0 days 02:11:42.000000000,0 days 00:21:27.000000000,0 days 01:11:10.000000000,0 days 00:38:23.000000000
8,9,MARCHAND MATHIEU,AVIGNON LE PONTET TRIATHLON,9 SH,M,0 days 02:13:07.000000000,0 days 00:24:27.000000000,0 days 01:07:02.000000000,0 days 00:40:38.000000000
9,10,DESROY CHRISTOPHE,ST PRIEST TRIATHLON,10 SH,M,0 days 02:14:14.000000000,0 days 00:25:08.000000000,0 days 01:08:39.000000000,0 days 00:39:28.000000000
