,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,CRIADO ROMAIN,ASMSE TRI 42,1 S2M,M,0 days 01:55:21.000000000,0 days 00:20:18.000000000,0 days 01:04:20.000000000,0 days 00:30:45.000000000
1,2,ROTA SYLVAIN,TRIATHL4AIX,1 S1M,M,0 days 01:56:01.000000000,0 days 00:20:17.000000000,0 days 01:02:57.000000000,0 days 00:32:49.000000000
2,3,DUPONT PHILIPPE,TEAM MERMILLOD TRIATHLON,1 V1M,M,0 days 01:58:29.000000000,0 days 00:20:19.000000000,0 days 01:05:47.000000000,0 days 00:32:24.000000000
3,4,CHRISTIN NICOLAS,A.L. ECHIROLLES TRIATHLON,1 S3M,M,0 days 01:58:37.000000000,0 days 00:21:50.000000000,0 days 01:03:12.000000000,0 days 00:33:36.000000000
4,5,CROZET GUILLAUME,SAINT ETIENNE TRIATHLON,2 S1M,M,0 days 01:59:40.000000000,0 days 00:20:16.000000000,0 days 01:05:13.000000000,0 days 00:34:11.000000000
5,6,DESIERES YOHAN,A.L. ECHIROLLES TRIATHLON,1 S4M,M,0 days 02:01:42.000000000,0 days 00:22:03.000000000,0 days 01:05:37.000000000,0 days 00:34:03.000000000
6,7,LINGEN SYLVAIN,AIX SAVOIE TRIATHLON,2 S3M,M,0 days 02:02:24.000000000,0 days 00:20:27.000000000,0 days 01:05:47.000000000,0 days 00:36:11.000000000
7,8,ARCHAMBAULT PIERRE YVES,AIX SAVOIE TRIATHLON,2 S4M,M,0 days 02:02:33.000000000,0 days 00:24:13.000000000,0 days 01:03:57.000000000,0 days 00:34:23.000000000
8,9,PION JULIEN,AIX SAVOIE TRIATHLON,2 S2M,M,0 days 02:03:27.000000000,0 days 00:26:24.000000000,0 days 01:03:10.000000000,0 days 00:33:54.000000000
9,10,JOUFFRET SÉBASTIEN,TRIATHLON AMBERIEU EN BUGEY,3 S2M,M,0 days 02:04:08.000000000,0 days 00:24:46.000000000,0 days 01:03:31.000000000,0 days 00:35:52.000000000
10,11,CHARROL BERNARD,VALENCE TRIATHLON,2 V1M,M,0 days 02:04:58.000000000,0 days 00:24:01.000000000,0 days 01:07:26.000000000,0 days 00:33:33.000000000
11,12,GARNIER GUILLAUME,TEAM MERMILLOD TRIATHLON,3 S3M,M,0 days 02:05:36.000000000,0 days 00:24:51.000000000,0 days 01:05:45.000000000,0 days 00:35:02.000000000
12,13,RABASTE GUILLAUME,AIX SAVOIE TRIATHLON,3 S1M,M,0 days 02:06:38.000000000,0 days 01:34:34.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
13,14,AUREILLE FLORIAN,TEAM MERMILLOD TRIATHLON,SM,M,0 days 02:06:53.000000000,0 days 00:21:53.000000000,0 days 01:06:39.000000000,0 days 00:38:21.000000000
14,15,VIGNOUD JULIEN,CHAMBÉRY TRIATHLON,4 S1M,M,0 days 02:07:45.000000000,0 days 00:21:53.000000000,0 days 01:07:21.000000000,0 days 00:38:32.000000000
15,16,CHATELUS SÉBASTIEN,FREE IRON TEAM,4 S3M,M,0 days 02:07:59.000000000,0 days 00:24:42.000000000,0 days 01:08:45.000000000,0 days 00:34:33.000000000
16,17,ROUDEAU FABIEN,AIX SAVOIE TRIATHLON,5 S3M,M,0 days 02:08:09.000000000,0 days 00:21:44.000000000,0 days 01:09:33.000000000,0 days 00:36:53.000000000
17,18,WHITE LAURENT,TEAM MERMILLOD TRIATHLON,6 S3M,M,0 days 02:08:13.000000000,0 days 00:26:02.000000000,0 days 01:06:40.000000000,0 days 00:35:32.000000000
18,19,PHILIBERT ERIC,AIX SAVOIE TRIATHLON,7 S3M,M,0 days 02:09:38.000000000,0 days 00:24:27.000000000,0 days 01:09:08.000000000,0 days 00:36:03.000000000
19,20,PEILLEX NATHALIE,AIX SAVOIE TRIATHLON,1 S4F,F,0 days 02:09:53.000000000,0 days 00:23:54.000000000,0 days 01:10:21.000000000,0 days 00:35:38.000000000
20,21,KOBELCZUK DAMIEN,BOURG EN BRESSE TRIATHLON,8 S3M,M,0 days 02:10:21.000000000,0 days 00:22:33.000000000,0 days 01:11:21.000000000,0 days 00:36:28.000000000
21,22,SCHMITT AYMERIC,TRISALEVE,3 S4M,M,0 days 02:10:30.000000000,0 days 00:25:50.000000000,0 days 01:08:24.000000000,0 days 00:36:17.000000000
22,23,"RACLIN ,",NON LICENCIÉ,1 -M,M,0 days 02:10:32.000000000,0 days 00:24:27.000000000,0 days 01:09:54.000000000,0 days 00:36:12.000000000
23,24,GLEZ FRÉDÉRIC,TRIATHLON MANOSQUE,4 S2M,M,0 days 02:11:06.000000000,0 days 00:25:30.000000000,0 days 01:07:03.000000000,0 days 00:38:35.000000000
24,25,ANTELME OLIVIER,LES HYDROS,9 S3M,M,0 days 02:11:41.000000000,0 days 00:27:17.000000000,0 days 01:10:21.000000000,0 days 00:34:05.000000000
25,26,PAGAN PIERRE DAVID,ALLIGATORS,1 V2M,M,0 days 02:12:03.000000000,0 days 00:25:43.000000000,0 days 01:09:37.000000000,0 days 00:36:45.000000000
