,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,CASADI ALBERTO,ITALIE,1-I,,0 days 01:51:33.000000000,0 days 00:15:12.000000000,0 days 01:10:23.000000000,0 days 00:24:13.000000000
1,2,GODOY CESC,CNB CLUB NATACIO BARCELONA   ESP,1-MS1,,0 days 01:52:30.000000000,0 days 00:15:03.000000000,0 days 01:10:40.000000000,0 days 00:25:09.000000000
2,3,DELLOW DAVE,TEAM TBB   AUSTRALIE,2-I,,0 days 01:53:25.000000000,0 days 00:15:04.000000000,0 days 01:12:22.000000000,0 days 00:24:15.000000000
3,4,SHAW KARL,SAINT RAPHAËL TRIATHLON   ANGLETERRE,1-MS2,,0 days 01:54:20.000000000,0 days 00:15:08.000000000,0 days 01:12:30.000000000,0 days 00:24:55.000000000
4,5,AUGUEUX BENOIT,BEAUNE MONNOT TRIATHLON   FRANCE,1-MS3,,0 days 01:55:03.000000000,0 days 00:16:19.000000000,0 days 01:11:32.000000000,0 days 00:25:10.000000000
5,6,ROUYER JORDAN,METZ TRIATHLON   FRANCE,2-MS1,,0 days 01:56:07.000000000,0 days 00:15:06.000000000,0 days 01:12:58.000000000,0 days 00:26:15.000000000
6,7,MAC CARTNEY KRISTIAN,SAINT RAPHAËL TRIATHLON   AUSTRALIE,2-MS3,,0 days 01:56:16.000000000,0 days 00:16:10.000000000,0 days 01:14:20.000000000,0 days 00:55:35.000000000
7,8,STRAGAPEDE VINCENT,TRIATH AIX EN PROVENCE   FRANCE,2-MS2,,0 days 01:57:03.000000000,0 days 00:16:50.000000000,0 days 01:12:38.000000000,0 days 00:25:29.000000000
8,9,VERSTRAETE MAXIME,AUTUN TRIATHLON   BELGIQUE,3-MS1,,0 days 01:57:24.000000000,0 days 00:16:21.000000000,0 days 01:11:39.000000000,0 days 00:27:26.000000000
9,10,ZAMORA MARCEL,ESPAGNE,3-I,,0 days 01:58:38.000000000,0 days 00:16:13.000000000,0 days 01:15:26.000000000,0 days 00:24:55.000000000
10,11,SHAW RAOUL,SAINT RAPHAËL TRIATHLON   ANGLETERRE,4-MS1,,0 days 01:58:44.000000000,0 days 00:13:59.000000000,0 days 01:13:52.000000000,0 days 00:29:03.000000000
11,12,BRUSTOLON DANILO,ITALIE,4-I,,0 days 01:59:17.000000000,0 days 00:16:14.000000000,0 days 01:14:02.000000000,0 days 00:27:13.000000000
12,13,BILLA PIERRE,VERSAILLES TRIATHLON   FRANCE,3-MS2,,0 days 01:59:26.000000000,0 days 00:16:20.000000000,0 days 01:15:07.000000000,0 days 00:25:56.000000000
13,14,AUPAIX LAURENT,TRI GT   BELGIQUE,5-MS1,,0 days 01:59:47.000000000,0 days 00:16:42.000000000,0 days 01:13:31.000000000,0 days 01:01:51.000000000
14,15,BOURSEAUX YANNICK,MONTLUÇON TRIATHLON   FRANCE,1-H,,0 days 02:00:40.000000000,0 days 00:20:05.000000000,0 days 01:13:17.000000000,0 days 00:25:12.000000000
15,16,CHRISTIN NICOLAS,AL ECHIROLLES TRIATHLON   FRANCE,3-MS3,,0 days 02:00:47.000000000,0 days 00:18:45.000000000,0 days 01:13:54.000000000,0 days 00:25:57.000000000
16,17,YAROSHENKO NIKOLAY,LES SABLES VENDÉE TRIATHLON   RUSS,6-MS1,,0 days 02:01:00.000000000,0 days 00:15:05.000000000,0 days 01:18:36.000000000,0 days 00:25:26.000000000
17,18,RATCLIFFE JAMES,CEEPO TFN RACE TEAM   ANGLETERR,7-MS1,,0 days 02:01:12.000000000,0 days 00:16:21.000000000,0 days 01:16:22.000000000,0 days 00:26:15.000000000
18,19,DROUIN ARNAUD,CRV LYON TRIATHLON   FRANCE,4-MS2,,0 days 02:01:48.000000000,0 days 00:16:18.000000000,0 days 01:17:55.000000000,0 days 00:25:03.000000000
19,20,CAUZ FRANCESCO,ITALIE,5-I,,0 days 02:02:05.000000000,0 days 00:15:07.000000000,0 days 01:18:13.000000000,0 days 00:26:46.000000000
20,21,POUSSON JULIEN,HYÈRES TRIATHLON   FRANCE,8-MS1,,0 days 02:03:05.000000000,0 days 00:16:08.000000000,0 days 01:17:41.000000000,0 days 00:26:46.000000000
21,22,PETER PHILIPP,TSV FÜRSTENFELDBRUCK   ALLEMAGNE,5-MS2,,0 days 02:03:30.000000000,0 days 00:19:18.000000000,0 days 01:14:14.000000000,0 days 00:26:45.000000000
22,23,SCHRECK HERVÉ,SAINT RAPHAËL TRIATHLON   FRANCE,1-MV1,,0 days 02:03:34.000000000,0 days 00:18:42.000000000,0 days 01:15:29.000000000,0 days 00:26:44.000000000
23,24,BECART JEAN-DENIS,METZ TRIATHLON   FRANCE,6-MS2,,0 days 02:03:54.000000000,0 days 00:18:38.000000000,0 days 01:12:34.000000000,0 days 00:29:37.000000000
24,25,CORDIER YVES,OLYMPIC NICE NATATION   FRANCE,1-MV2,,0 days 02:04:00.000000000,0 days 00:15:34.000000000,0 days 01:16:19.000000000,0 days 00:29:51.000000000
25,26,BERRY JOSH,ASM SAINT ETIENNE TRIATHLON 42   A,9-MS1,,0 days 02:04:20.000000000,0 days 00:16:12.000000000,0 days 01:19:56.000000000,0 days 00:26:04.000000000
26,27,CARSANA OLIVIER,VALENCE TRIATHLON   FRANCE,2-MV1,,0 days 02:04:28.000000000,0 days 00:16:36.000000000,0 days 01:18:13.000000000,0 days 00:27:25.000000000
27,28,OUVRY PIERRE,PIRANHAS TRIATHLON   FRANCE,10-MS1,,0 days 02:04:56.000000000,0 days 00:17:47.000000000,0 days 01:17:25.000000000,0 days 00:27:40.000000000
28,29,BOUTIER RODOLPHE,TO CESSON-CÉVIGNÉ   FRANCE,7-MS2,,0 days 02:04:59.000000000,0 days 00:16:52.000000000,0 days 01:19:25.000000000,0 days 00:26:18.000000000
29,30,MOREY VINCENT,TRIATHLON CLUB AUXONNAIS   FRANCE,1-MS4,,0 days 02:05:18.000000000,0 days 00:20:44.000000000,0 days 01:13:19.000000000,0 days 00:27:37.000000000
30,31,OZKAN ESBALAT ATILLA,TRIESPORT   ESPAGNE,2-MS4,,0 days 02:05:59.000000000,0 days 00:17:46.000000000,0 days 01:18:35.000000000,0 days 00:26:33.000000000
31,32,ACHLEITNER PHILIPPE,SUISSE,3-MS4,,0 days 02:06:12.000000000,0 days 00:16:29.000000000,0 days 01:18:36.000000000,0 days 00:28:51.000000000
32,33,DURIN NICOLAS,MACH 3 TRIATHLON   FRANCE,4-MS3,,0 days 02:06:29.000000000,0 days 00:20:54.000000000,0 days 01:14:25.000000000,0 days 00:27:50.000000000
33,34,DOWNIE RORY,STIRLING TRIATHLON CLUB   ANGLETERRE,11-MS1,,0 days 02:06:48.000000000,0 days 00:16:15.000000000,0 days 01:23:02.000000000,0 days 00:25:20.000000000
34,35,DELATRE THIBAULT,PIRANHAS TRIATHLON   FRANCE,1-MJU,,0 days 02:06:59.000000000,0 days 00:16:35.000000000,0 days 01:19:35.000000000,0 days 00:28:46.000000000
35,36,MALLEBAY NICOLAS,AL ECHIROLLES TRIATHLON   FRANCE,12-MS1,,0 days 02:07:10.000000000,0 days 00:18:06.000000000,0 days 01:20:51.000000000,0 days 00:26:00.000000000
36,37,AUBERT MORGAN,CARBON-BLANC TRIATHLON   FRANCE,8-MS2,,0 days 02:07:18.000000000,0 days 00:20:36.000000000,0 days 01:16:15.000000000,0 days 00:27:42.000000000
37,38,JANSSEN EVA,ZPV IJSSELMEER   PAYS-BAS,1-FS3,,0 days 02:08:00.000000000,0 days 00:18:19.000000000,0 days 01:20:35.000000000,0 days 00:27:06.000000000
38,39,O HALLORAN MATT,TEAM TBB   PHILIPPINES,13-MS1,,0 days 02:08:06.000000000,0 days 00:15:09.000000000,0 days 01:23:39.000000000,0 days 00:26:51.000000000
39,40,BREBION DAVID,LAGARDERE PARIS RACING   FRANCE,3-MV1,,0 days 02:08:14.000000000,0 days 00:18:42.000000000,0 days 01:20:02.000000000,0 days 00:27:14.000000000
40,41,DUQUESNOY DAVID,ECA CHAUMONT TRIATHLON   FRANCE,5-MS3,,0 days 02:08:31.000000000,0 days 00:25:02.000000000,0 days 01:12:58.000000000,0 days 00:25:58.000000000
41,42,PILLON GUILLAUME,FAST GUEBWILLER   FRANCE,14-MS1,,0 days 02:08:37.000000000,0 days 00:16:20.000000000,0 days 01:21:54.000000000,0 days 00:27:53.000000000
42,43,WHITWORTH JOHN,ANGLETERRE,9-MS2,,0 days 02:08:40.000000000,0 days 00:20:27.000000000,0 days 01:18:08.000000000,0 days 00:27:48.000000000
43,44,LOUIS MARC,TOULON TRIATHLON MUTUELLE VERTE   FR,2-MV2,,0 days 02:08:47.000000000,0 days 00:21:05.000000000,0 days 01:19:28.000000000,0 days 00:25:34.000000000
44,45,VAN GROOTHEEST PETER,TV TRIADE   PAYS-BAS,4-MV1,,0 days 02:08:49.000000000,0 days 00:17:38.000000000,0 days 01:20:33.000000000,0 days 00:27:40.000000000
45,46,MENENDEZ DE LUARCA JAIM,A6 TRIATLON   ESPAGNE,4-e MS4,,0 days 02:08:50.000000000,0 days 00:18:23.000000000,0 days 01:22:24.000000000,0 days 00:25:52.000000000
