,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,PASTEUR ROBIN,SAINT-RAPHAEL TRIATHLON,1-SENIOR HOMME,M,0 days 02:20:39.000000000,,,
1,2,REBEYROTTE THEO TARIK,ASVEL TRIATHLON,2-SENIOR HOMME,M,0 days 02:22:50.000000000,,,
2,3,STRAGAPEDE VINCENT,TEAM MERMILLOD TRIATHLON (TMT),3-SENIOR HOMME,M,0 days 02:23:04.000000000,,,
3,4,ESPITALIER SÉBASTIEN,TEAM MERMILLOD TRIATHLON (TMT),4-SENIOR HOMME,M,0 days 02:26:23.000000000,,,
4,5,JAFFRE THOMAS,LOCMINE TRIATHLON,5-SENIOR HOMME,M,0 days 02:26:40.000000000,,,
5,6,FANTOLI OLIVIER,TEAM MERMILLOD TRIATHLON (TMT),1-VETERAN HOMME,M,0 days 02:28:35.000000000,,,
6,7,DUNAND JEAN-MARC,TRIATHLON CLUB GENEVE,2-VETERAN HOMME,M,0 days 02:29:30.000000000,,,
7,8,MICHEL LOIC,TEAM MERMILLOD TRIATHLON (TMT),6-SENIOR HOMME,M,0 days 02:31:20.000000000,,,
8,9,GUERRET THIERRY,TRIATHLON CLUB GENEVE,3-VETERAN HOMME,M,0 days 02:31:44.000000000,,,
9,10,LAMBOLEZ AUDRIC,EC SARTROUVILLE,7-SENIOR HOMME,M,0 days 02:31:54.000000000,,,
10,11,WARTEL JULIEN,TEAM MERMILLOD TRIATHLON (TMT),8-SENIOR HOMME,M,0 days 02:33:05.000000000,,,
11,12,BRIANTAIS FLORIAN,RENNES TRIATHLON,9-SENIOR HOMME,M,0 days 02:33:09.000000000,,,
12,13,BOUDIN CHRISTOPHE,TEAM MERMILLOD TRIATHLON (TMT),4-VETERAN HOMME,M,0 days 02:33:34.000000000,,,
13,14,LACHAT THÉO,NON LICENCIE,1-JUNIOR HOMME,M,0 days 02:34:05.000000000,,,
14,15,LINGEN SYLVAIN,CHAMBERY TRIATHLON,10-SENIOR HOMME,M,0 days 02:34:06.000000000,,,
15,16,GUYADER ERIC,ENVY-EPINAY S-SENART TRIATHLON,5-VETERAN HOMME,M,0 days 02:34:53.000000000,,,
16,17,MAYET VALENTIN,CLERMONT TRIATHLON,11-SENIOR HOMME,M,0 days 02:35:25.000000000,,,
17,18,DUCRET RICHARD,ALLIGATORS SEYNOD TRIATHLON,12-SENIOR HOMME,M,0 days 02:36:09.000000000,,,
18,19,HAINAUT FRANÇOIS,ASVEL TRIATHLON,13-SENIOR HOMME,M,0 days 02:36:22.000000000,,,
19,20,BOMBLED SAMUEL,ALLIGATORS SEYNOD TRIATHLON,6-VETERAN HOMME,M,0 days 02:36:29.000000000,,,
20,21,CHEVASSUCOLLU EMMANUEL,ASVEL TRIATHLON,7-VETERAN HOMME,M,0 days 02:36:53.000000000,,,
21,22,MARCON LAURENT,ASM.SAINT-ETIENNE TRIATHLON 42,8-VETERAN HOMME,M,0 days 02:37:06.000000000,,,
22,23,DUCRET DAVID,ALLIGATORS SEYNOD TRIATHLON,14-SENIOR HOMME,M,0 days 02:37:49.000000000,,,
23,24,CAILLOT YOANN,TOS TRIATHLON,15-SENIOR HOMME,M,0 days 02:38:58.000000000,,,
24,25,ECHARDOUR LOIC,VAULX EN VELIN TRIATHLON,16-SENIOR HOMME,M,0 days 02:40:09.000000000,,,
25,26,BROWNE MIKE,NENAGH TRIATHLON CLUB / TRIATHLON IRELAND,17-SENIOR HOMME,M,0 days 02:40:40.000000000,,,
26,27,MARTIN ERIC,CRV LYON,18-SENIOR HOMME,M,0 days 02:40:47.000000000,,,
27,28,CHATELUS SÉBASTIEN,FREE IRON TEAM,19-SENIOR HOMME,M,0 days 02:40:52.000000000,,,
28,29,MANTULET GABIN,NON LICENCIE,20-SENIOR HOMME,M,0 days 02:41:09.000000000,,,
29,30,WHITE LAURENT,TEAM MERMILLOD TRIATHLON (TMT),21-SENIOR HOMME,M,0 days 02:41:11.000000000,,,
30,31,GUERRET AUBIN,TRISALÈVE ANNEMASSE,22-SENIOR HOMME,M,0 days 02:41:26.000000000,,,
31,32,THEDY GREGOIRE,TRISALÈVE ANNEMASSE,2-JUNIOR HOMME,M,0 days 02:41:26.000000000,,,
32,33,ORLANDO ROBERTO,NON LICENCIE,9-VETERAN HOMME,M,0 days 02:42:03.000000000,,,
33,34,HAYLES EMMA,TRIATHLON ENGLAND,1-SENIOR FEMME,F,0 days 02:42:15.000000000,,,
34,35,DARRAS AS LION THIERRY,AS LION,10-VETERAN HOMME,M,0 days 02:42:38.000000000,,,
35,36,LAGARDE CÉDRIC,TEAM MERMILLOD TRIATHLON (TMT),23-SENIOR HOMME,M,0 days 02:42:45.000000000,,,
36,37,GUIGNARD BRICE,ALLIGATORS SEYNOD TRIATHLON,24-SENIOR HOMME,M,0 days 02:42:59.000000000,,,
37,38,NIER BENOIT,NON LICENCIE,25-SENIOR HOMME,M,0 days 02:43:17.000000000,,,
38,39,MAHOT DENIS,NON LICENCIE,11-VETERAN HOMME,M,0 days 02:43:20.000000000,,,
39,40,ROWLANDS CARLTON,CHAMONIX ALPINE ENDURANCE,26-SENIOR HOMME,M,0 days 02:43:26.000000000,,,
40,41,BONAFOS ADRIEN,GTVHS,27-SENIOR HOMME,M,0 days 02:43:28.000000000,,,
41,42,BOHIN RAPHAËL,ALLIGATORS SEYNOD TRIATHLON,28-SENIOR HOMME,M,0 days 02:43:34.000000000,,,
42,43,ELLIOTT THOMAS,N1 TRI CLUB,29-SENIOR HOMME,M,0 days 02:43:46.000000000,,,
43,44,CHEVALLET YOANN,PUBLIER TRIATHLON,30-SENIOR HOMME,M,0 days 02:44:13.000000000,,,
