,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
22,23,DESIERES YOHAN,A. L. ECHIROLLES TRIATHLON,5 S4M,M,0 days 02:10:51.000000000,0 days 00:21:07.000000000,0 days 01:10:25.000000000,0 days 00:39:20.000000000
23,24,CHATELAIN MAURICE,TEAM MERMILLOD TRIATHLON,3 S1M,M,0 days 02:10:55.000000000,0 days 00:22:11.000000000,0 days 01:12:09.000000000,0 days 00:36:37.000000000
24,25,GESLAND MICHAEL,VALLONS DE LA TOUR TRIATHLON,4 S2M,M,0 days 02:11:31.000000000,0 days 00:23:06.000000000,0 days 01:12:09.000000000,0 days 00:36:17.000000000
25,26,MERMILLOD PATRICK,TEAM MERMILLOD TRIATHLON,1 V2M,M,0 days 02:11:33.000000000,0 days 00:20:50.000000000,0 days 01:12:25.000000000,0 days 00:38:19.000000000
26,27,TEXIER SAMUEL,TRI TEAM PULLY,6 S3M,M,0 days 02:11:38.000000000,0 days 00:20:58.000000000,0 days 01:12:12.000000000,0 days 00:38:29.000000000
27,28,MOITA GAEL,TEAM MERMILLOD TRIATHLON,7 S3M,M,0 days 02:12:20.000000000,0 days 00:19:51.000000000,0 days 01:13:18.000000000,0 days 00:39:12.000000000
28,29,MARTIN YANN,CAEN TRIATHLON,8 V1M,M,0 days 02:12:32.000000000,0 days 00:20:43.000000000,0 days 01:15:48.000000000,0 days 00:36:02.000000000
29,30,CRETIN CYRIL,ASMSE TRI 42,5 S2M,M,0 days 02:12:33.000000000,0 days 00:20:00.000000000,0 days 01:12:30.000000000,0 days 00:40:04.000000000
30,31,MARET EDOUARD,SWISS TRIATHLON,6 S4M,M,0 days 02:12:43.000000000,0 days 00:22:32.000000000,0 days 01:14:31.000000000,0 days 00:35:41.000000000
31,32,NICOLAY LUDOVIC,ASMSE TRI 42,8 S3M,M,0 days 02:12:49.000000000,0 days 00:20:31.000000000,0 days 01:10:32.000000000,0 days 00:41:47.000000000
32,33,GAND RAPHAEL,BOURG EN BRESSE TRIATHLON,9 S3M,M,0 days 02:13:04.000000000,0 days 00:21:54.000000000,0 days 01:12:03.000000000,0 days 00:39:09.000000000
33,34,GOTTO JÉRÉMY,FONTANIL TRIATHLON,4 S1M,M,0 days 02:13:19.000000000,0 days 00:17:26.000000000,0 days 01:15:40.000000000,0 days 00:40:15.000000000
34,35,CLEMENT SAMUEL,A. L. ECHIROLLES,7 S4M,M,0 days 02:13:36.000000000,0 days 00:19:13.000000000,0 days 01:15:15.000000000,0 days 00:39:08.000000000
35,36,VONARX FABRICE,A. L. ECHIROLLES TRIATHLON,8 S4M,M,0 days 02:14:04.000000000,0 days 00:23:16.000000000,0 days 01:11:18.000000000,0 days 00:39:31.000000000
36,37,VOGEL NICOLAS,GUC TRIATHLON,6 S2M,M,0 days 02:14:07.000000000,0 days 00:21:34.000000000,0 days 01:16:32.000000000,0 days 00:36:01.000000000
37,38,BRUYERE RÉMY,FONTANIL TRIATHLON,9 V1M,M,0 days 02:14:08.000000000,0 days 00:21:11.000000000,0 days 01:13:20.000000000,0 days 00:39:38.000000000
38,39,CHALOT PASCAL,ASVEL TRIATHLON,1 V3M,M,0 days 02:14:13.000000000,0 days 00:25:05.000000000,0 days 01:11:09.000000000,0 days 00:38:00.000000000
39,40,MANIN LIONEL,ASVEL TRIATHLON,9 S4M,M,0 days 02:14:14.000000000,0 days 00:21:26.000000000,0 days 01:14:22.000000000,0 days 00:38:26.000000000
40,41,JEAN SÉBASTIEN,ASMSE TRI 42,10 S3M,M,0 days 02:14:30.000000000,0 days 00:21:19.000000000,0 days 01:14:13.000000000,0 days 00:38:58.000000000
41,42,BERNARD MAGALIE,TEAM MERMILLOD TRIATHLON,1 S2F,F,0 days 02:14:52.000000000,0 days 00:20:38.000000000,0 days 01:17:10.000000000,0 days 00:37:06.000000000
42,43,BERNE ANTHONY,MACH 3 TRIATHLON,10 S4M,M,0 days 02:15:28.000000000,0 days 00:23:06.000000000,0 days 01:12:37.000000000,0 days 00:39:47.000000000
