,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,DUPONT PHILIPPE,TEAM MERMILLOD TRIATHLON,1 S4M,,0 days 02:13:16.000000000,0 days 00:19:39.000000000,0 days 01:15:20.000000000,0 days 00:36:09.000000000
1,2,JURKIEWICKZ JÉRÉMY,ASMSE TRIATHLON 42,1 S1M,,0 days 02:13:37.000000000,0 days 00:18:28.000000000,0 days 01:16:13.000000000,0 days 00:36:48.000000000
2,3,DODET LAURENT,TEAM MERMILLOD TRIATHLON,2 S4M,,0 days 02:15:12.000000000,0 days 00:21:16.000000000,0 days 01:15:09.000000000,0 days 00:36:46.000000000
3,4,CRIADO ROMAIN,TEAM MERMILLOD TRIATHLON,1 S2M,,0 days 02:16:01.000000000,0 days 00:20:47.000000000,0 days 01:17:33.000000000,0 days 00:35:45.000000000
4,5,OUILLERES GWENAËL,TEAM MERMILLOD TRIATHLON,2 S2M,,0 days 02:17:10.000000000,0 days 00:20:56.000000000,0 days 01:15:10.000000000,0 days 00:38:42.000000000
5,6,JEANNIN GUILLAUME,FAST GUEBWILLER,3 S2M,,0 days 02:17:38.000000000,0 days 00:20:09.000000000,0 days 01:17:51.000000000,0 days 00:37:20.000000000
6,7,BERRY JOSH,ASMSE TRIATHLON 42,2 S1M,,0 days 02:18:01.000000000,0 days 00:19:32.000000000,0 days 01:19:01.000000000,0 days 00:37:05.000000000
7,8,ROBERT PIERRE,CRV LYON TRIATHLON,4 S2M,,0 days 02:18:05.000000000,0 days 00:20:58.000000000,0 days 01:17:09.000000000,0 days 00:37:45.000000000
8,9,BOUDIN CHRISTOPHE,TEAM MERMILLOD TRIATHLON,3 S4M,,0 days 02:18:07.000000000,0 days 00:20:56.000000000,0 days 01:17:22.000000000,0 days 00:37:43.000000000
9,10,ESPATALIER SÉBASTIEN,TEAM MERMILLOD TRIATHLON,1 S3M,,0 days 02:18:17.000000000,0 days 00:20:53.000000000,0 days 01:17:26.000000000,0 days 00:37:44.000000000
10,11,COUVAL SÉBASTIEN,ASVEL TRIATHLON,4 S4M,,0 days 02:18:40.000000000,0 days 00:22:26.000000000,0 days 01:17:48.000000000,0 days 00:36:13.000000000
11,12,CROZET GUILLAUME,ASMSE TRIATHLON 42,3 S1M,,0 days 02:19:16.000000000,0 days 00:19:37.000000000,0 days 01:16:44.000000000,0 days 00:40:49.000000000
12,13,MAJEWSKI ALEXANDRE,MACH 3 TRIATHLON,2 S3M,,0 days 02:19:19.000000000,0 days 00:22:58.000000000,0 days 01:15:54.000000000,0 days 00:37:50.000000000
13,14,AUPAIX LAURENT,TRIGT,4 S1M,,0 days 02:19:47.000000000,0 days 00:19:45.000000000,0 days 01:17:10.000000000,0 days 00:40:35.000000000
14,15,PICHON LIONEL,CHAMBERY TRIATHLON,3 S3M,,0 days 02:20:21.000000000,0 days 00:22:04.000000000,0 days 01:17:04.000000000,0 days 00:38:56.000000000
15,16,PHILIPPE GUILLAUME,A.L.ECHIROLLES TRIATHLON,5 S2M,,0 days 02:20:28.000000000,0 days 00:22:35.000000000,0 days 01:16:09.000000000,0 days 00:39:03.000000000
16,17,LEMAY BENJAMIN,LES HYDROCYCLOPEDS,6 S2M,,0 days 02:20:50.000000000,0 days 00:23:21.000000000,0 days 01:15:52.000000000,0 days 00:39:29.000000000
17,18,BALLY LAURENT,A.L.ECHIROLLES TRIATHLON,7 S2M,,0 days 02:20:57.000000000,0 days 00:21:08.000000000,0 days 01:18:29.000000000,0 days 00:38:46.000000000
18,19,ROMAN YOHANN,TRIATHLON DU SALEVE,4 S3M,,0 days 02:21:03.000000000,0 days 00:21:43.000000000,0 days 01:17:48.000000000,0 days 00:39:05.000000000
19,20,BOIS JEAN-CHRISOPHE,CRV LYON TRIATHLON,5 S4M,,0 days 02:21:04.000000000,0 days 00:21:00.000000000,0 days 01:18:19.000000000,0 days 00:39:25.000000000
20,21,CARSANA OLIVIER,VALENCE TRIATHLON,1 V1M,,0 days 02:21:23.000000000,0 days 00:19:32.000000000,0 days 01:18:39.000000000,0 days 00:40:55.000000000
21,22,CATON JEAN-PIERRE,CRV LYON TRIATHLON,5 S3M,,0 days 02:21:52.000000000,0 days 00:20:04.000000000,0 days 01:19:12.000000000,0 days 00:40:04.000000000
22,23,SCHILDKNECHT HUGUES,TV FORST TRIATHLON,6 S3M,,0 days 02:22:12.000000000,0 days 00:20:52.000000000,0 days 01:19:55.000000000,0 days 00:38:59.000000000
23,24,GUERRET THIERRY,TRIATHLON DU SALEVE,1 V2M,,0 days 02:22:28.000000000,0 days 00:19:40.000000000,0 days 01:18:37.000000000,0 days 00:42:00.000000000
24,25,RUSCONI MICHAEL,LES ALLIGATORS,1 JUM,,0 days 02:23:20.000000000,0 days 00:21:32.000000000,0 days 01:18:12.000000000,0 days 00:40:56.000000000
25,26,OSTERMANN ERIC,FAST GUEBWILLER,7 S3M,,0 days 02:23:48.000000000,0 days 00:19:38.000000000,0 days 01:18:33.000000000,0 days 00:43:26.000000000
26,27,DESIERES YOHAN,A.L.ECHIROLLES TRIATHLON,6 S4M,,0 days 02:23:52.000000000,0 days 00:22:01.000000000,0 days 01:17:18.000000000,0 days 00:41:49.000000000
27,28,JALON MAXIME,ASMSE TRIATHLON 42,8 S2M,,0 days 02:23:57.000000000,0 days 00:21:25.000000000,0 days 01:19:27.000000000,0 days 00:40:44.000000000
28,29,CHEVASSU EMMANUEL,SAINT-PRIEST TRIATHLON,7 S4M,,0 days 02:24:03.000000000,0 days 00:21:53.000000000,0 days 01:18:05.000000000,0 days 00:41:24.000000000
29,30,FAURAX WILLIAM,CHAMBERY TRIATHLON,2 V1M,,0 days 02:24:31.000000000,0 days 00:23:04.000000000,0 days 01:17:03.000000000,0 days 00:41:47.000000000
30,31,ANTOINE PHILIPPE,CN GAP TRIATHLON,8 S3M,,0 days 02:24:36.000000000,0 days 00:21:36.000000000,0 days 01:20:24.000000000,0 days 00:39:13.000000000
31,32,HUSTACHE THOMAS,VALENCE TRIATHLON,9 S2M,,0 days 02:24:43.000000000,0 days 00:19:47.000000000,0 days 01:20:08.000000000,0 days 00:42:32.000000000
32,33,SALERY EMERIC,ASVEL TRIATHLON,9 S3M,,0 days 02:24:55.000000000,0 days 00:21:16.000000000,0 days 01:21:19.000000000,0 days 00:39:54.000000000
33,34,LINGEN SYLVAIN,AIX SAVOIE TRIATHLON,10 S3M,,0 days 02:25:07.000000000,0 days 00:20:59.000000000,0 days 01:19:33.000000000,0 days 00:00:00.000000000
34,35,ROUX NICOLAS,TRIATHLON DU SALEVE,11 S3M,,0 days 02:25:25.000000000,0 days 00:27:26.000000000,0 days 01:11:20.000000000,0 days 00:43:16.000000000
35,36,ARNAUD CÉDRIC,LES ALLIGATORS,12 S3M,,0 days 02:25:52.000000000,0 days 00:23:18.000000000,0 days 01:19:27.000000000,0 days 00:40:26.000000000
36,37,DELETRAZ JULIEN,BRIVE LIMOUSIN TRIATHLON,8 S4M,,0 days 02:26:07.000000000,0 days 00:20:54.000000000,0 days 01:19:54.000000000,0 days 00:43:05.000000000
37,38,ROUILARD MARTIN,NON LICENCIÉ,3 V1M,,0 days 02:26:14.000000000,0 days 00:21:24.000000000,0 days 01:22:40.000000000,0 days 00:39:40.000000000
38,39,VIGNOUD JULIEN,CHAMBERY TRIATHLON,5 S1M,,0 days 02:26:31.000000000,0 days 00:20:55.000000000,0 days 01:18:47.000000000,0 days 00:43:54.000000000
39,40,AMADORI FRANCK,TRIATHLON TEAM ROQUEBRUNE CAP-MARTIN,9 S4M,,0 days 02:26:38.000000000,0 days 00:22:28.000000000,0 days 01:20:21.000000000,0 days 00:41:04.000000000
40,41,SAUVANT NICOLAS,VALENCE TRIATHLON,10 S2M,,0 days 02:27:23.000000000,0 days 00:20:07.000000000,0 days 01:23:12.000000000,0 days 00:41:25.000000000
41,42,FOUGERES MATHIEU,FONTANIL TRIATHLON,10 S4M,,0 days 02:27:33.000000000,0 days 00:20:42.000000000,0 days 01:23:27.000000000,0 days 00:40:41.000000000
42,43,BELLET LAURENT,AIX SAVOIE TRIATHLON,4 V1M,,0 days 02:27:36.000000000,0 days 00:27:01.000000000,0 days 01:18:41.000000000,0 days 00:38:36.000000000
43,44,BERTRAND FABRICE,LEMAN TRIATHLON CLUB,5 V1M,,0 days 02:27:59.000000000,0 days 00:23:32.000000000,0 days 01:21:25.000000000,0 days 00:39:55.000000000
44,45,GHELMA PASCAL,MACH 3 TRIATHLON,11 S2M,,0 days 02:28:02.000000000,0 days 00:21:02.000000000,0 days 01:21:52.000000000,0 days 00:41:51.000000000
45,46,FIORITO CHRISTIAN,TORINO 3 TRIATHLON ITALY,11 S4M,,0 days 02:28:07.000000000,0 days 00:21:35.000000000,0 days 01:22:29.000000000,0 days 00:41:10.000000000
46,47,LEVILLAIN CYRIL,GUC TRIATHLON,6 V1M,,0 days 02:28:11.000000000,0 days 00:23:16.000000000,0 days 01:20:35.000000000,0 days 00:41:37.000000000
47,48,JULLIEN-CHALON NICOLAS,TRIATHLON SAINT-ANDRE LE GAZ,6 S1M,,0 days 02:28:12.000000000,0 days 00:23:00.000000000,0 days 01:23:09.000000000,0 days 00:39:21.000000000
48,49,BEOLET CÉDRIC,TEAM MERMILLOD TRIATHLON,12 S4M,,0 days 02:28:13.000000000,0 days 00:26:13.000000000,0 days 01:17:05.000000000,0 days 00:41:57.000000000
