,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,MOREAU CYRIL,POISSY TRI,1 S2M,,0 days 01:08:08.000000000,0 days 00:09:57.000000000,0 days 00:41:33.000000000,0 days 00:16:39.000000000
1,2,STRAGAPEDE VINCENT,TRIATHL AIX,2 S2M,,0 days 01:09:00.000000000,0 days 00:10:35.000000000,0 days 00:40:47.000000000,0 days 00:17:40.000000000
2,3,LANDREAU ANTONY,VITROLLES TRI,1 S4M,,0 days 01:12:06.000000000,0 days 00:11:12.000000000,0 days 00:42:56.000000000,0 days 00:17:59.000000000
3,4,AUREILLE FLORIAN,TMT,3 S2M,,0 days 01:12:43.000000000,0 days 00:12:12.000000000,0 days 00:42:43.000000000,0 days 00:17:49.000000000
4,5,BOUDIN CHRISTOPHE,TMT,1 S1M,,0 days 01:13:09.000000000,0 days 00:11:18.000000000,0 days 00:44:23.000000000,0 days 00:17:29.000000000
5,6,GIRODET GUILLAUME,ASMSE,4 S2M,,0 days 01:13:53.000000000,0 days 00:11:07.000000000,0 days 00:45:01.000000000,0 days 00:17:45.000000000
6,7,GUERRET THIERRY,TRISALÈVE,1 V2M,,0 days 01:14:12.000000000,0 days 00:10:28.000000000,0 days 00:44:19.000000000,0 days 00:19:26.000000000
7,8,TISSERAND JÉROME,BOURG EN BRESSE,1 S3M,,0 days 01:14:20.000000000,0 days 00:13:41.000000000,0 days 00:43:26.000000000,0 days 00:17:14.000000000
8,9,GUERRET HUGO,TRISALÈVE,1 JUM,,0 days 01:14:34.000000000,0 days 00:10:11.000000000,0 days 00:45:20.000000000,0 days 00:19:05.000000000
9,10,LINGEN SYLVAIN,AIX SAVOIE TRI,2 S3M,,0 days 01:14:36.000000000,0 days 00:10:46.000000000,0 days 00:44:55.000000000,0 days 00:18:56.000000000
10,11,GRANADE ROMUALD,FONTANIL TRI,2 S4M,,0 days 01:14:37.000000000,0 days 00:11:57.000000000,0 days 00:44:58.000000000,0 days 00:17:44.000000000
11,12,DELETRAZ JULIEN,BRIVE TRI,3 S4M,,0 days 01:14:38.000000000,0 days 00:10:51.000000000,0 days 00:45:05.000000000,0 days 00:18:44.000000000
12,13,CHRISTIN NICOLAS,ECHIROLLES TRI,3 S3M,,0 days 01:14:57.000000000,0 days 00:11:42.000000000,0 days 00:44:14.000000000,0 days 00:19:02.000000000
13,14,CHABOUD RÉGIS,TRISALÈVE,4 S4M,,0 days 01:15:09.000000000,0 days 00:13:00.000000000,0 days 00:43:51.000000000,0 days 00:18:19.000000000
14,15,ROMAN YOHANN,TRISALÈVE,4 S3M,,0 days 01:15:16.000000000,0 days 00:12:00.000000000,0 days 00:45:01.000000000,0 days 00:18:16.000000000
15,16,FAYARD BENJAMIN,BILLOM TRI,5 S4M,,0 days 01:15:37.000000000,0 days 00:11:48.000000000,0 days 00:45:19.000000000,0 days 00:18:31.000000000
16,17,DESIERES YOHAN,ECHIROLLES TRI,6 S4M,,0 days 01:15:39.000000000,0 days 00:11:56.000000000,0 days 00:44:39.000000000,0 days 00:19:05.000000000
17,18,GIORDANO MANUEL,TRISALÈVE,7 S4M,,0 days 01:15:48.000000000,0 days 00:12:16.000000000,0 days 00:45:28.000000000,0 days 00:18:06.000000000
18,19,CHARROL BERNARD,VALENCE TRI,1 V1M,,0 days 01:16:09.000000000,0 days 00:12:43.000000000,0 days 00:45:54.000000000,0 days 00:17:33.000000000
19,20,DIDIER DAMIEN,TC2R,8 S4M,,0 days 01:16:23.000000000,0 days 00:13:08.000000000,0 days 00:45:19.000000000,0 days 00:17:58.000000000
20,21,JALON MAXIME,ASMSE,5 S2M,,0 days 01:16:49.000000000,0 days 00:11:45.000000000,0 days 00:45:23.000000000,0 days 00:19:41.000000000
21,22,PHILIPPE GUILLAUME,ECHIROLLES TRI,6 S2M,,0 days 01:17:13.000000000,0 days 00:12:26.000000000,0 days 00:44:48.000000000,0 days 00:20:00.000000000
22,23,BIDOLI RÉMI,GRÉSIVAUDAN TRI,7 S2M,,0 days 01:17:16.000000000,0 days 00:12:22.000000000,0 days 00:46:18.000000000,0 days 00:18:38.000000000
