,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,STRAGAPEDE VINCENT,GROUPE TRIATHLON VESOUL HAUTE SAONE,1/MS3,M,0 days 01:59:02.000000000,0 days 00:19:19.000000000,,
1,2,LANDREAU ANTONY,VITROLLES TRIATHLON,1/MS4,M,0 days 02:01:53.000000000,0 days 00:20:21.000000000,,
2,3,MENESTRIER BENOIT,TRIATH`LONS,2/MS4,M,0 days 02:03:30.000000000,0 days 00:19:18.000000000,,
3,4,AUREILLE FLORIAN,TEAM MERMILLOD TRIATHLON,2/MS3,M,0 days 02:03:42.000000000,0 days 00:21:30.000000000,,
4,5,ESPITALIER SÉBASTIEN,TEAM MERMILLOD TRIATHLON,3/MS3,M,0 days 02:04:32.000000000,0 days 00:20:26.000000000,,
5,6,BOUDIN CHRISTOPHE,TEAM MERMILLOD TRIATHLON,1/MV1,M,0 days 02:06:01.000000000,0 days 00:20:28.000000000,,
6,7,BINET STEPHEN,AIX SAVOIE TRIATHLON,3/MS4,M,0 days 02:06:21.000000000,0 days 00:22:53.000000000,,
7,8,FANTOLI OLIVIER,TEAM MERMILLOD TRIATHLON,2/MV1,M,0 days 02:06:41.000000000,0 days 00:18:55.000000000,,
8,9,PION JULIEN,AIX SAVOIE TRIATHLON,1/MS2,M,0 days 02:06:58.000000000,0 days 00:23:39.000000000,,
9,10,ALILET ARSELANE,GROUPE TRIATHLON VESOUL HAUTE SAONE,4/MS3,M,0 days 02:07:21.000000000,0 days 00:19:20.000000000,,
10,11,BOIS JEAN-CHRISTOPHE,ASVEL TRIATHLON,4/MS4,M,0 days 02:07:39.000000000,0 days 00:20:00.000000000,,
11,12,CUNCHON OLIVIER,MONISTROL NATATION,3/MV1,M,0 days 02:07:50.000000000,0 days 00:21:15.000000000,,
12,13,MICHEL LOÏC,TEAM MERMILLOD TRIATHLON,5/MS3,M,0 days 02:09:33.000000000,0 days 00:22:57.000000000,,
13,14,ROUX RÉMI,ASM.SAINT-ETIENNE TRIATHLON 42,1/MS1,M,0 days 02:10:03.000000000,0 days 00:20:32.000000000,,
14,15,FAURAX WILLIAM,CHAMBERY TRIATHLON,4/MV1,M,0 days 02:10:35.000000000,0 days 00:21:21.000000000,,
15,16,VILLENA ERIC,ASVEL TRIATHLON,1/MV2,M,0 days 02:10:57.000000000,0 days 00:22:47.000000000,,
16,17,VOGEL NICOLAS,GRENOBLE UC. TRIATHLON,2/MS2,M,0 days 02:11:24.000000000,0 days 00:22:52.000000000,,
17,18,DELICOURT STEPHANE,TRIALP MOIRANS,5/MS4,M,0 days 02:11:28.000000000,0 days 00:21:38.000000000,,
18,19,CHEVASSU EMMANUEL,SAINT-PRIEST TRIATHLON,5/MV1,M,0 days 02:11:32.000000000,0 days 00:21:18.000000000,,
19,20,CHATRON THIERRY,TEAM MERMILLOD TRIATHLON,6/MV1,M,0 days 02:11:55.000000000,0 days 00:23:25.000000000,,
20,21,MACIEJEWSKI OLIVIER,BEAUNE - MONNOT TRIATHLON,6/MS4,M,0 days 02:12:25.000000000,0 days 00:22:38.000000000,,
21,22,ALLAIN JEROME,COMITE SPORTIF DU LAC DES SAPINS,7/MS4,M,0 days 02:13:18.000000000,0 days 00:22:05.000000000,,
22,23,COURAGEOT DAMIEN,TRI VAL DE GRAY,6/MS3,M,0 days 02:13:28.000000000,0 days 00:24:41.000000000,,
23,24,FROGER SAMUEL,ASVEL TRIATHLON,7/MS3,M,0 days 02:13:36.000000000,0 days 00:20:43.000000000,,
24,25,CLEMENT SAMUEL,A. L. ECHIROLLES TRIATHLON,8/MS4,M,0 days 02:13:39.000000000,0 days 00:20:48.000000000,,
25,26,MERMILLOD PATRICK,TEAM MERMILLOD TRIATHLON,2/MV2,M,0 days 02:13:43.000000000,0 days 00:22:59.000000000,,
26,27,DAUBERT GUILLAUME,TRIATHLON DU SALEVE,8/MS3,M,0 days 02:14:01.000000000,0 days 00:22:29.000000000,,
27,28,PAGAN PIERRE-DAVID,LES ALLIGATORS SEYNOD TRIATHLON,3/MV2,M,0 days 02:14:10.000000000,0 days 00:23:38.000000000,,
28,29,LEPRINCE GUILLAUME,DRAGUIGNAN TRIATHLON,9/MS3,M,0 days 02:14:36.000000000,0 days 00:24:15.000000000,,
29,30,ARNAUD CÉDRIC,LES ALLIGATORS SEYNOD TRIATHLON,9/MS4,M,0 days 02:14:41.000000000,0 days 00:20:37.000000000,,
30,31,FUSS JEAN-PATRICK,LES ALLIGATORS SEYNOD TRIATHLON,3/MS2,M,0 days 02:14:43.000000000,0 days 00:23:46.000000000,,
31,32,MORENVAL THIBAULT,A. L. ECHIROLLES TRIATHLON,2/MS1,M,0 days 02:15:02.000000000,0 days 00:20:51.000000000,,
32,33,LAMBERT PHILIPPE,CLUB NAUTIQUE PONTARLIER TRIATHLON,1/MV3,M,0 days 02:15:08.000000000,0 days 00:25:10.000000000,,
33,34,JONIN CHRISTIAN,ASVEL TRIATHLON,7/MV1,M,0 days 02:15:18.000000000,0 days 00:25:49.000000000,,
34,35,CAZEAUX STÉPHANE,SAINT-PRIEST TRIATHLON,10/MS4,M,0 days 02:15:21.000000000,0 days 00:25:33.000000000,,
35,36,PINGET CHRISTOPHE,TRIATHLON DU SALEVE,10/MS3,M,0 days 02:15:41.000000000,0 days 00:22:56.000000000,,
36,37,WHITE LAURENT,TEAM MERMILLOD TRIATHLON,11/MS3,M,0 days 02:15:50.000000000,0 days 00:23:45.000000000,,
37,38,PECCAUD CHARLY,A. L. ECHIROLLES TRIATHLON,8/MV1,M,0 days 02:16:00.000000000,0 days 00:26:08.000000000,,
38,39,BESSIÈRES LAURENT,GRENOBLE UC. TRIATHLON,9/MV1,M,0 days 02:16:05.000000000,0 days 00:23:35.000000000,,
39,40,ABADIE FLORIAN,CHAMBERY TRIATHLON,3/MS1,M,0 days 02:16:09.000000000,0 days 00:21:58.000000000,,
