,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,CUNNAMA JAMES,TEAM TBB / AFRIQUE DU SUD,1-MS2,,0 days 05:36:33.000000000,0 days 00:31:02.000000000,0 days 03:46:02.000000000,0 days 01:17:13.000000000
1,2,LE FLOCH XAVIER,TRIATH AIX EN PROVENCE / FRANC,1-MS4,,0 days 05:45:02.000000000,0 days 00:30:28.000000000,0 days 03:54:22.000000000,0 days 01:17:41.000000000
2,3,DE FILIPPIS SCOTT,TEAM TBB / USA,1-MS3,,0 days 05:51:13.000000000,0 days 00:35:46.000000000,0 days 03:55:45.000000000,0 days 01:16:12.000000000
3,4,WITH DAMIEN,TEAM MERMILLOD TRIATHLON / FRA,2-MS2,,0 days 05:53:22.000000000,0 days 00:30:30.000000000,0 days 03:56:41.000000000,0 days 01:23:19.000000000
4,5,WILTSHIRE HARRY,/ ANGLETERRE,3-MS2,,0 days 06:01:33.000000000,0 days 00:28:18.000000000,0 days 04:14:46.000000000,0 days 01:16:01.000000000
5,6,BLAIN ALEXANDRE,NICE TRIATHLON CLUB / FRANCE,4-MS2,,0 days 06:02:54.000000000,0 days 00:38:44.000000000,0 days 03:49:08.000000000,0 days 01:31:13.000000000
6,7,STALDER SÉBASTIEN,BEAUNE MONNOT TRIATHLON / FRA,2-MS3,,0 days 06:06:14.000000000,0 days 00:32:40.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
7,8,GUILLAUME PHILIPPE,AL ECHIROLLES TRIATHLON / FRANCE,5-MS2,,0 days 06:09:47.000000000,0 days 00:35:41.000000000,0 days 04:01:06.000000000,0 days 01:30:01.000000000
8,9,PHILIPPE FRÉDÉRIC,VITROLLES TRIATHLON / FRANCE,2-MS4,,0 days 06:09:58.000000000,0 days 00:40:48.000000000,0 days 04:01:30.000000000,0 days 01:23:57.000000000
9,10,CAZAUX BAPTISTE,LOURDES TRIATHLON / FRANCE,3-MS3,,0 days 06:12:09.000000000,0 days 00:39:03.000000000,0 days 04:05:22.000000000,0 days 01:24:15.000000000
10,11,REBOUL GILLES,DIJON TRIATHLON / FRANCE,1-MV1,,0 days 06:17:10.000000000,0 days 00:30:23.000000000,0 days 04:17:07.000000000,0 days 01:26:22.000000000
11,12,BOURGUET BENOIT,TRI GT / BELGIQUE,4-MS3,,0 days 06:18:47.000000000,0 days 00:30:32.000000000,0 days 04:18:25.000000000,0 days 01:26:35.000000000
12,13,PINNA ERIC,TOS TRIATHLON / FRANCE,2-MV1,,0 days 06:19:29.000000000,0 days 00:34:12.000000000,0 days 04:19:38.000000000,0 days 01:21:35.000000000
13,14,VAN HOUTEM TIMOTHY,DTTA / BELGIQUE,6-MS2,,0 days 06:19:36.000000000,0 days 00:36:08.000000000,0 days 04:07:29.000000000,0 days 01:27:23.000000000
14,15,SWALLOW JODIE,TEAM TBB / ANGLETERRE,1-FS2,,0 days 06:20:01.000000000,0 days 00:28:23.000000000,0 days 04:27:30.000000000,0 days 01:21:54.000000000
15,16,LASSONDE CÉDRIC,GREENWICH TRITONS / FRANCE,5-MS3,,0 days 06:20:29.000000000,0 days 00:31:44.000000000,0 days 04:15:54.000000000,0 days 01:28:43.000000000
16,17,BROUTE ROMÉO,SAINT AVERTIN SPORT TRIATHLON 37,6-MS3,,0 days 06:24:28.000000000,0 days 00:33:25.000000000,0 days 04:19:13.000000000,0 days 01:27:41.000000000
17,18,GOEDHART GERT,GETC / BELGIQUE,3-MV1,,0 days 06:25:06.000000000,0 days 00:34:17.000000000,0 days 04:22:49.000000000,0 days 01:23:41.000000000
18,19,ESPITALIER SÉBASTIEN,TEAM MERMILLOD TRIATHLON / FRA,7-MS3,,0 days 06:25:52.000000000,0 days 00:32:39.000000000,0 days 04:24:35.000000000,0 days 01:25:36.000000000
19,20,ORVAIN TONY,GIRONDINS DE BORDEAUX TRIATHLO,7-MS2,,0 days 06:26:07.000000000,0 days 00:37:05.000000000,0 days 04:19:07.000000000,0 days 01:26:24.000000000
20,21,DOWNING TIM,TRINITY COLLEGE TRIATHLON CLUB D,8-MS2,,0 days 06:27:12.000000000,0 days 00:31:37.000000000,0 days 04:26:54.000000000,0 days 01:25:41.000000000
21,22,MAJEWSKI ALEXANDRE,MACH 3 TRIATHLON / FRANCE,8-MS3,,0 days 06:28:55.000000000,0 days 00:35:10.000000000,0 days 04:17:23.000000000,0 days 01:32:18.000000000
22,23,BUSSELOT DRIES,/ BELGIQUE,9-MS2,,0 days 06:29:10.000000000,0 days 00:41:42.000000000,0 days 04:22:15.000000000,0 days 01:18:34.000000000
23,24,CHATELAS YANNICK,VO2 CRES TRIATHLON / FRANCE,3-MS4,,0 days 06:29:46.000000000,0 days 00:35:05.000000000,0 days 04:28:55.000000000,0 days 01:22:36.000000000
24,25,GULDEMANN WILFRIED,TRYSSINGEAUX / FRANCE,10-MS2,,0 days 06:30:17.000000000,0 days 00:35:23.000000000,0 days 04:24:55.000000000,0 days 01:25:09.000000000
25,26,HEERSSEMA JAN-ROELF,DSTV ALOHA / PAYS-BAS,11-MS2,,0 days 06:31:38.000000000,0 days 00:33:49.000000000,0 days 04:21:25.000000000,0 days 01:32:37.000000000
26,27,DRAKE ELIOT,/ USA,9-MS3,,0 days 06:33:05.000000000,0 days 00:37:45.000000000,0 days 04:29:05.000000000,0 days 01:22:45.000000000
27,28,CRIADO ROMAIN,TEAM MERMILLOD TRIATHLON / FRA,12-MS2,,0 days 06:33:44.000000000,0 days 00:31:32.000000000,0 days 04:26:24.000000000,0 days 01:33:07.000000000
28,29,DOUBLEDAY PETER,FUL ON TRI / ANGLETERRE,4-MS4,,0 days 06:34:01.000000000,0 days 00:37:02.000000000,0 days 04:20:52.000000000,0 days 01:31:58.000000000
29,30,LE SOZ ANTOINE,TOC CESSON SÉVIGNÈ / FRANCE,13-MS2,,0 days 06:35:15.000000000,0 days 00:31:22.000000000,0 days 04:30:01.000000000,0 days 01:30:31.000000000
30,31,MALYNN NICK,FULON TRI / ANGLETERRE,5-MS4,,0 days 06:36:23.000000000,0 days 00:38:58.000000000,0 days 04:20:10.000000000,0 days 01:31:12.000000000
31,32,RODIC NENAD,/ SERBIE,4-MV1,,0 days 06:37:03.000000000,0 days 00:30:39.000000000,0 days 04:23:31.000000000,0 days 01:33:30.000000000
32,33,GERBAUX NICOLAS,METZ TRIATHLON / FRANCE,14-MS2,,0 days 06:39:05.000000000,0 days 00:43:28.000000000,0 days 04:18:44.000000000,0 days 01:29:43.000000000
33,34,RUTSCHMANN CHRISTIAN,UEBELHARDT TRI TEAM OENSINGE,15-MS2,,0 days 06:40:04.000000000,0 days 00:35:38.000000000,0 days 04:23:30.000000000,0 days 01:36:41.000000000
34,35,KENSINGTON NICK,FUL ON TRI / NEW ZELAND,6-MS4,,0 days 06:40:18.000000000,0 days 00:35:25.000000000,0 days 04:30:57.000000000,0 days 01:29:50.000000000
35,36,CALMET CALVERAS RICARD,CN REUS PLOMS / ESPAGNE,7-MS4,,0 days 06:40:32.000000000,0 days 00:35:23.000000000,0 days 04:21:38.000000000,0 days 01:39:24.000000000
36,37,ARNAUD CEDRIC,ALLIGATORS SEYNOD TRIATHLON / FR,10-MS3,,0 days 06:41:25.000000000,0 days 00:35:52.000000000,0 days 04:21:42.000000000,0 days 01:39:12.000000000
37,38,COLLOCH LIONEL,JEANNE D ARC SAUMUR NATATION,8-MS4,,0 days 06:41:50.000000000,0 days 00:41:02.000000000,0 days 04:28:11.000000000,0 days 01:28:05.000000000
38,39,LÜTTEL ULI,KARLSRUHER LEMMINGE / ALLEMA,9-MS4,,0 days 06:42:36.000000000,0 days 00:30:53.000000000,0 days 04:38:21.000000000,0 days 01:30:15.000000000
39,40,VAN HOUTEM JOERI,DTTA / BELGIQUE,10-MS4,,0 days 06:44:30.000000000,0 days 00:37:32.000000000,0 days 04:31:22.000000000,0 days 01:32:05.000000000
40,41,BUZZARELLO YANNICK,AL ECHIROLLES TRIATHLON / FRANCE,11-MS3,,0 days 06:45:08.000000000,0 days 00:35:48.000000000,0 days 04:31:20.000000000,0 days 01:34:42.000000000
41,42,FANTOLI OLIVIER,TEAM MERMILLOD TRIATHLON / FRA,5-MV1,,0 days 06:45:17.000000000,0 days 00:30:20.000000000,0 days 04:30:15.000000000,0 days 01:40:51.000000000
42,43,PRINCE JARED,PACIFIC BIKES TRIATHLON / IRELAND,12-MS3,,0 days 06:45:23.000000000,0 days 00:37:58.000000000,0 days 04:22:22.000000000,0 days 01:40:50.000000000
