,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,RENNIE NICK,NEW ZEALAND TRIATHLON,S1M (1),M,0 days 02:20:00.000000000,0 days 00:22:22.000000000,0 days 01:24:30.000000000,0 days 00:33:09.000000000
1,2,REBEYROTTE THEO,ASVEL TRI,S2M (1),M,0 days 02:20:38.000000000,0 days 00:21:34.000000000,0 days 01:22:39.000000000,0 days 00:36:26.000000000
2,3,CRIADO ROMAIN,CRV LYON,S2M (2),M,0 days 02:20:58.000000000,0 days 00:22:45.000000000,0 days 01:24:46.000000000,0 days 00:33:28.000000000
3,4,AUREILLE FLORIAN,TEAM MERMILLOD TRIATHLON,S3M (1),M,0 days 02:21:09.000000000,0 days 00:25:32.000000000,0 days 01:20:22.000000000,0 days 00:35:16.000000000
4,5,RUNDSTADLER KEVIN,AL ECHIROLLES TRIATHLON,S1M (2),M,0 days 02:22:50.000000000,0 days 00:21:25.000000000,0 days 01:24:18.000000000,0 days 00:37:09.000000000
5,6,DUPONT PHILIPPE,TEAM MERMILLOD TRIATHLON,V1M (1),M,0 days 02:24:04.000000000,0 days 00:21:43.000000000,0 days 01:24:17.000000000,0 days 00:38:04.000000000
6,7,DEMARET JEAN EUDES,ALLIGATORS SEYNOD TRIATHLON,S3M (2),M,0 days 02:24:20.000000000,0 days 00:25:14.000000000,0 days 01:20:07.000000000,0 days 00:39:00.000000000
7,8,FREUDENREICH BRUNO,VITROLLES TRIATHLON,S4M (1),M,0 days 02:24:27.000000000,0 days 00:21:30.000000000,0 days 01:22:48.000000000,0 days 00:40:10.000000000
8,9,PERCELAY GRÉGOIRE,TRIALP MOIRANS,S4M (2),M,0 days 02:24:55.000000000,0 days 00:24:48.000000000,0 days 01:22:17.000000000,0 days 00:37:51.000000000
9,10,LINGEN SYLVAIN,TEAM MERMILLOD TRIATHLON,S4M (3),M,0 days 02:25:54.000000000,0 days 00:22:47.000000000,0 days 01:24:15.000000000,0 days 00:38:53.000000000
10,11,HOLLIGER BENJAMIN,FONTANIL TRIATHLON,S2M (3),M,0 days 02:26:11.000000000,0 days 00:26:13.000000000,0 days 01:25:03.000000000,0 days 00:34:56.000000000
11,12,LE ROY CORENTIN,VAULX EN VELIN TRIATHLON,S1M (3),M,0 days 02:27:19.000000000,0 days 00:25:14.000000000,0 days 01:25:54.000000000,0 days 00:36:12.000000000
12,13,WATTELLIER ARNAUD,CHAMBERY TRIATHLON,V1M (2),M,0 days 02:27:25.000000000,0 days 00:23:45.000000000,0 days 01:25:12.000000000,0 days 00:38:29.000000000
13,14,ARNAUD CEDRIC,ALLIGATORS SEYNOD TRIATHLON,S4M (4),M,0 days 02:27:45.000000000,0 days 00:24:01.000000000,0 days 01:25:14.000000000,0 days 00:38:31.000000000
14,15,ANTOINE PHILIPPE,TEAM MERMILLOD TRIATHLON,S4M (5),M,0 days 02:28:30.000000000,0 days 00:23:14.000000000,0 days 01:26:55.000000000,0 days 00:38:23.000000000
15,16,FAURAX WILLIAM,CHAMBERY TRIATHLON,V2M (1),M,0 days 02:29:26.000000000,0 days 00:25:22.000000000,0 days 01:24:10.000000000,0 days 00:39:55.000000000
16,17,BERTHÉ BENOIT,LES HYDROCYCLOPEDS,S3M (3),M,0 days 02:29:50.000000000,0 days 00:24:27.000000000,0 days 01:27:56.000000000,0 days 00:37:27.000000000
17,18,MARREL NICOLAS,VALLONS DE LA TOUR,S3M (4),M,0 days 02:29:55.000000000,0 days 00:26:57.000000000,0 days 01:26:22.000000000,0 days 00:36:38.000000000
18,19,BIRAT JEAN MARC,ASVEL TRI,S4M (6),M,0 days 02:29:56.000000000,0 days 00:26:20.000000000,0 days 01:26:24.000000000,0 days 00:37:14.000000000
19,20,TOMASSINI MATHIEU,CHAMBERY TRIATHLON,S3M (5),M,0 days 02:30:07.000000000,0 days 00:26:53.000000000,0 days 01:25:14.000000000,0 days 00:38:01.000000000
20,21,DOLLE BRICE,ROMANAIS ET PEAGEOIS,S3M (6),M,0 days 02:30:21.000000000,0 days 00:26:13.000000000,0 days 01:26:07.000000000,0 days 00:38:02.000000000
21,22,MANTULET GABIN,GRENOBLE UC TRIATHLON,S1M (4),M,0 days 02:30:27.000000000,0 days 00:25:21.000000000,0 days 01:27:45.000000000,0 days 00:37:22.000000000
22,23,RUSCONI MICKAEL,ALLIGATORS SEYNOD TRIATHLON,V3M (1),M,0 days 02:30:53.000000000,0 days 00:24:10.000000000,0 days 01:23:01.000000000,0 days 00:43:42.000000000
23,24,CHABOUD REGIS,CHAMBERY TRIATHLON,V1M (3),M,0 days 02:31:08.000000000,0 days 00:30:01.000000000,0 days 01:23:26.000000000,0 days 00:37:42.000000000
24,25,MOUNIER PIERRE-JEAN,AL ECHIROLLES TRIATHLON,S1M (5),M,0 days 02:31:18.000000000,0 days 00:22:09.000000000,0 days 01:29:31.000000000,0 days 00:39:39.000000000
25,26,GRANADE ROMUALD,FONTANIL TRIATHLON,V1M (4),M,0 days 02:31:24.000000000,0 days 00:25:54.000000000,0 days 01:27:30.000000000,0 days 00:38:01.000000000
26,27,BOILEAU FLORENTIN,TBB TRIATHLON BASSIN BELLEGARDIEN,S2M (4),M,0 days 02:31:26.000000000,0 days 00:22:01.000000000,0 days 01:29:41.000000000,0 days 00:39:45.000000000
27,28,BRODZKI IVAN,TRISALEVE ANNEMASSE,S4M (7),M,0 days 02:31:36.000000000,0 days 00:24:44.000000000,0 days 01:28:05.000000000,0 days 00:38:48.000000000
28,29,DESOUTTER BRUNO,NAUTIC CLUB BRIANÇON,S3M (7),M,0 days 02:31:45.000000000,0 days 00:27:01.000000000,0 days 01:24:00.000000000,0 days 00:40:46.000000000
29,30,COMBAT RAPHAEL,VITROLLES TRIATHLON,S4M (8),M,0 days 02:31:50.000000000,0 days 00:29:06.000000000,0 days 01:25:57.000000000,0 days 00:36:48.000000000
30,31,DIDIER DAMIEN,NON LICENCIE,V1M (5),M,0 days 02:32:00.000000000,0 days 00:26:01.000000000,0 days 01:28:05.000000000,0 days 00:37:55.000000000
31,32,DEMAISON ROMAIN,NON LICENCIE,S1M (6),M,0 days 02:32:06.000000000,0 days 00:21:43.000000000,0 days 01:30:17.000000000,0 days 00:40:07.000000000
32,33,REUZE VINCENT,NON LICENCIE,S3M (8),M,0 days 02:32:30.000000000,0 days 00:30:25.000000000,0 days 01:25:03.000000000,0 days 00:37:02.000000000
33,34,VIGNOUD JULIEN,CHAMBERY TRIATHLON,S1M (7),M,0 days 02:32:42.000000000,0 days 00:24:28.000000000,0 days 01:27:25.000000000,0 days 00:40:50.000000000
34,35,FERNANDE LOIC,ASM SAINT ETIENNE TRIATHLON 42,S2M (5),M,0 days 02:32:45.000000000,0 days 00:25:08.000000000,0 days 01:28:23.000000000,0 days 00:39:15.000000000
35,36,NOYER THIBAULT,VALLONS DE LA TOUR,V1M (6),M,0 days 02:32:52.000000000,0 days 00:28:23.000000000,0 days 01:24:57.000000000,0 days 00:39:33.000000000
36,37,MAZURE CYRILLE,BEAUVAIS TRIATHLON,V1M (7),M,0 days 02:32:58.000000000,0 days 00:21:53.000000000,0 days 01:29:28.000000000,0 days 00:41:37.000000000
37,38,MUNIER PIERRE,TEAM MERMILLOD TRIATHLON,S3M (9),M,0 days 02:33:00.000000000,0 days 00:25:27.000000000,0 days 01:28:09.000000000,0 days 00:39:25.000000000
38,39,CADET JOSÉ,FREE IRON TEAM,V1M (8),M,0 days 02:33:30.000000000,0 days 00:26:32.000000000,0 days 01:27:26.000000000,0 days 00:39:33.000000000
