,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,ESPITALIER SEBASTIEN,TEAM MERMILLOD,S3 (1.),M,0 days 01:57:43.000000000,0 days 00:21:58.000000000,0 days 01:03:38.000000000,0 days 00:30:56.000000000
1,2,DUPONT PHILIPPE,TEAM MERMILLOD,V1 (1.),M,0 days 01:58:40.000000000,0 days 00:20:15.000000000,0 days 01:05:14.000000000,0 days 00:31:55.000000000
2,3,REBEYROTTE THEO,METZ TRIATHLON,S2 (1.),M,0 days 01:58:58.000000000,0 days 00:19:28.000000000,0 days 01:05:56.000000000,0 days 00:32:19.000000000
3,4,DELETRAZ JULIEN,CHAMBÉRY TRIATHLON,S4 (1.),M,0 days 01:59:21.000000000,0 days 00:20:25.000000000,0 days 01:03:29.000000000,0 days 00:34:18.000000000
4,5,RUNDSTADLER KEVIN,A.L.ECHIROLLES,JU (1.),M,0 days 01:59:32.000000000,0 days 00:20:09.000000000,0 days 01:06:04.000000000,0 days 00:32:03.000000000
5,6,PION JULIEN,AIX SAVOIE TRIATHLON,S2 (2.),M,0 days 02:01:30.000000000,0 days 00:25:20.000000000,0 days 01:01:52.000000000,0 days 00:32:46.000000000
6,7,LESEUR JANY,DIJON TRIATHLON,S2 (3.),M,0 days 02:02:33.000000000,0 days 00:24:38.000000000,0 days 01:05:20.000000000,0 days 00:31:26.000000000
7,8,BOUDIN CHRISTOPHE,TEAM MERMILLOD,V1 (2.),M,0 days 02:02:57.000000000,0 days 00:22:01.000000000,0 days 01:07:37.000000000,0 days 00:31:59.000000000
8,9,GUERRET THIERRY,TRISALEVE ANNEMASSE,V2 (1.),M,0 days 02:03:04.000000000,0 days 00:20:08.000000000,0 days 01:05:28.000000000,0 days 00:36:21.000000000
9,10,RABASTE GUILLAUME,AIX SAVOIE TRIATHLON,S1 (1.),M,0 days 02:03:09.000000000,0 days 00:22:44.000000000,0 days 01:06:43.000000000,0 days 00:32:09.000000000
10,11,BERTHÉ BENOIT,LES HYDROCYCLOPEDS,S3 (2.),M,0 days 02:06:29.000000000,0 days 00:23:37.000000000,0 days 01:07:24.000000000,0 days 00:33:16.000000000
11,12,CHATELUS SÉBASTIEN,FREE IRON TEAM,S4 (2.),M,0 days 02:07:34.000000000,0 days 00:25:12.000000000,0 days 01:07:57.000000000,0 days 00:33:01.000000000
12,13,GUIGNARD BRICE,LES ALLIGATORS,S1 (2.),M,0 days 02:07:41.000000000,0 days 00:25:06.000000000,0 days 01:06:30.000000000,0 days 00:34:51.000000000
13,14,FUSS JEAN-PATRICK,LES ALLIGATORS,S2 (4.),M,0 days 02:07:49.000000000,0 days 00:25:09.000000000,0 days 01:07:56.000000000,0 days 00:33:16.000000000
14,15,WHITE LAURENT,TEAM MERMILLOD,S3 (3.),M,0 days 02:08:13.000000000,0 days 00:25:07.000000000,0 days 01:06:25.000000000,0 days 00:35:12.000000000
15,16,MOULIERAC PIERRE,NICE TRIATHLON CLUB,V1 (3.),M,0 days 02:08:17.000000000,0 days 00:22:26.000000000,0 days 01:07:48.000000000,0 days 00:36:41.000000000
16,17,PINGET CHRISTOPHE,TRISALEVE ANNEMASSE,S3 (4.),M,0 days 02:09:01.000000000,0 days 00:24:19.000000000,0 days 01:07:07.000000000,0 days 00:35:50.000000000
17,18,FERNANDEZ LOÏC,A.L.ECHIROLLES,S1 (3.),M,0 days 02:09:05.000000000,0 days 00:22:33.000000000,0 days 01:09:26.000000000,0 days 00:35:44.000000000
18,19,MARTIN NICOLAS,TRISALEVE ANNEMASSE,S4 (3.),M,0 days 02:09:23.000000000,0 days 00:24:06.000000000,0 days 01:07:48.000000000,0 days 00:36:14.000000000
19,20,BRODZKI IVAN,TRISALEVE ANNEMASSE,S3 (5.),M,0 days 02:11:15.000000000,0 days 00:22:47.000000000,0 days 01:09:02.000000000,0 days 00:37:49.000000000
20,21,SCHMITT AYMERIC,TRISALEVE ANNEMASSE,S4 (4.),M,0 days 02:11:18.000000000,0 days 00:24:46.000000000,0 days 01:08:13.000000000,0 days 00:36:43.000000000
21,22,MERMILLOD PATRICK,TEAM MERMILLOD,V2 (2.),M,0 days 02:11:34.000000000,0 days 00:22:51.000000000,0 days 01:10:50.000000000,0 days 00:36:10.000000000
22,23,VAUTIER JULIEN,DIJON TRIATHLON,S1 (4.),M,0 days 02:12:13.000000000,0 days 00:22:40.000000000,0 days 01:11:36.000000000,0 days 00:36:38.000000000
23,24,LEGRAND ALEXANDRE,CHAMBÉRY TRIATHLON,V1 (4.),M,0 days 02:12:35.000000000,0 days 00:22:46.000000000,0 days 01:10:40.000000000,0 days 00:37:43.000000000
24,25,PEILLEX NATHALIE,AIX SAVOIE TRIATHLON,S4 (1.),F,0 days 02:13:32.000000000,0 days 00:24:45.000000000,0 days 01:11:48.000000000,0 days 00:35:05.000000000
25,26,THEDY LOUIS,TRISALEVE ANNEMASSE,JU (2.),M,0 days 02:13:51.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:38:06.000000000
26,27,BOHIN RAPHAEL,LES ALLIGATORS,S4 (5.),M,0 days 02:14:04.000000000,0 days 00:25:01.000000000,0 days 01:10:10.000000000,0 days 00:37:15.000000000
27,28,DAUBERT GUILLAUME,TRISALEVE ANNEMASSE,S3 (6.),M,0 days 02:14:59.000000000,0 days 00:24:22.000000000,0 days 01:11:04.000000000,0 days 00:37:43.000000000
28,29,BRUN BENJAMIN,A.L.ECHIROLLES,S3 (7.),M,0 days 02:15:06.000000000,0 days 00:23:07.000000000,0 days 01:12:33.000000000,0 days 00:37:18.000000000
29,30,DUCRET RICHARD,NON LICENCIE,S1 (5.),M,0 days 02:15:11.000000000,0 days 00:27:14.000000000,0 days 01:09:27.000000000,0 days 00:37:24.000000000
30,31,GORDON RACHAEL,NON LICENCIE,V1 (1.),F,0 days 02:15:12.000000000,0 days 00:26:00.000000000,0 days 01:10:41.000000000,0 days 00:36:35.000000000
31,32,MICHELET CHRISTOPHE,TRISALEVE ANNEMASSE,S4 (6.),M,0 days 02:15:33.000000000,0 days 00:25:21.000000000,0 days 01:11:48.000000000,0 days 00:37:15.000000000
32,33,LARCHIER CHRISTOPHE,LES HYDROCYCLOPEDS,V1 (5.),M,0 days 02:15:41.000000000,0 days 00:27:33.000000000,0 days 01:09:45.000000000,0 days 00:36:35.000000000
33,34,MANIN LIONEL,ASVEL TRIATHLON,S4 (7.),M,0 days 02:15:45.000000000,0 days 00:24:31.000000000,0 days 01:11:12.000000000,0 days 00:37:44.000000000
34,35,THORLEY MARTIN,BTF,S3 (8.),M,0 days 02:15:48.000000000,0 days 00:23:41.000000000,0 days 01:14:19.000000000,0 days 00:36:24.000000000
35,36,HOSTACHE ALAIN,CHARTRES METROPOLE,S3 (9.),M,0 days 02:16:12.000000000,0 days 00:31:42.000000000,0 days 01:08:47.000000000,0 days 00:33:19.000000000
