,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,JURKEVICH JEREMY,ASM SAINT ETIENNE TRIATHLON 42,1 S1M,M,0 days 03:56:33.000000000,0 days 00:24:00.000000000,0 days 02:20:50.000000000,0 days 01:11:45.000000000
1,2,WITH DAMIEN,TEAM MERMILLOD TRIATHLON,1 S2M,M,0 days 04:03:50.000000000,0 days 00:25:39.000000000,0 days 02:20:59.000000000,0 days 01:17:14.000000000
2,3,OUILLERES GWENAEL,TEAM MERMILLOD TRIATHLON,2 S2M,M,0 days 04:05:12.000000000,0 days 00:26:32.000000000,0 days 02:20:07.000000000,0 days 01:18:35.000000000
3,4,AUREILLE FLORIAN,TEAM MERMILLOD TRIATHLON,1 S3M,M,0 days 04:05:48.000000000,0 days 00:27:58.000000000,0 days 02:21:28.000000000,0 days 01:16:24.000000000
4,5,ESPILTALIER SEBASTIEN,TEAM MERMILLOD TRIATHLON,2 S3M,M,0 days 04:06:22.000000000,0 days 00:26:59.000000000,0 days 02:25:51.000000000,0 days 01:13:33.000000000
5,6,CHRISTIN NICOLAS,AL ECHIROLLES TRIATHLON,3 S3M,M,0 days 04:10:57.000000000,0 days 00:27:56.000000000,0 days 02:21:35.000000000,0 days 01:21:27.000000000
6,7,DUPONT PHILIPPE,TEAM MERMILLOD TRIATHLON,1 V1M,M,0 days 04:11:15.000000000,0 days 00:25:32.000000000,0 days 02:27:21.000000000,0 days 01:18:23.000000000
7,8,KRIEG JOHN,TRIATHLON DU SALEVE,1 S4M,M,0 days 04:12:00.000000000,0 days 00:29:23.000000000,0 days 02:23:31.000000000,0 days 01:19:07.000000000
8,9,DODET LAURENT,TEAM MERMILLOD TRIATHLON,4 S3M,M,0 days 04:12:04.000000000,0 days 00:28:07.000000000,0 days 02:24:42.000000000,0 days 01:19:17.000000000
9,10,ORVELIN JULIEN,CHAMBERY TRIATHLON,2 S1M,M,0 days 04:12:38.000000000,0 days 00:26:23.000000000,0 days 02:23:06.000000000,0 days 01:23:11.000000000
10,11,MAJEWSKI ALEXANDRE,MACH 3 TRIATHLON,5 S3M,M,0 days 04:13:57.000000000,0 days 00:31:04.000000000,0 days 02:23:06.000000000,0 days 01:19:49.000000000
11,12,JOUFFRET SEBASTIEN,TRIATHLON AMBERIEU EN BUGEY,3 S2M,M,0 days 04:15:04.000000000,0 days 00:30:58.000000000,0 days 02:20:26.000000000,0 days 01:23:41.000000000
12,13,DEBOES CHRISTOPHE,ASM SAINT ETIENNE TRIATHLON 42,2 S4M,M,0 days 04:15:45.000000000,0 days 00:27:33.000000000,0 days 02:25:19.000000000,0 days 01:22:54.000000000
13,14,BELLET LAURENT,AIX SAVOIE TRIATHLON,2 V1M,M,0 days 04:16:59.000000000,0 days 00:34:50.000000000,0 days 02:27:05.000000000,0 days 01:15:06.000000000
14,15,PHILIPPE XAVIER,AL ECHIROLLES TRIATHLON,6 S3M,M,0 days 04:17:10.000000000,0 days 00:30:21.000000000,0 days 02:22:21.000000000,0 days 01:24:29.000000000
15,16,MANCHON RICHARD,TEAM TRIPLE EFFORT,7 S3M,M,0 days 04:17:58.000000000,0 days 00:31:50.000000000,0 days 02:23:09.000000000,0 days 01:23:00.000000000
16,17,CARPELS BRICE,CLUB DES NAGEURS DE PARIS,4 S2M,M,0 days 04:18:14.000000000,0 days 00:25:36.000000000,0 days 02:27:18.000000000,0 days 01:25:21.000000000
17,18,CHEVASSU EMMANUEL,SAINT PRIEST TRIATHLON,3 V1M,M,0 days 04:19:15.000000000,0 days 00:28:12.000000000,0 days 02:27:40.000000000,0 days 01:23:24.000000000
18,19,YOHAN DESIERES,AL ECHIROLLES TRIATHLON,3 S4M,M,0 days 04:19:34.000000000,0 days 00:28:11.000000000,0 days 02:26:48.000000000,0 days 01:24:37.000000000
19,20,BESACIER MAXIME,TRIALP MOIRANS,4 S4M,M,0 days 04:19:55.000000000,0 days 00:29:04.000000000,0 days 02:31:19.000000000,0 days 01:19:33.000000000
20,21,HAUSER XAVIER,CLUB DES NAGEURS DE PARIS,5 S2M,M,0 days 04:20:01.000000000,0 days 00:30:38.000000000,0 days 02:27:46.000000000,0 days 01:21:39.000000000
21,22,GARNIER GUILLAUME,TEAM MERMILLOD TRIATHLON,8 S3M,M,0 days 04:20:53.000000000,0 days 00:32:19.000000000,0 days 02:26:32.000000000,0 days 01:22:03.000000000
22,23,CAPELLE JEAN BAPTISTE,TRIATHLON PLESSIS ROBINSON,5 S4M,M,0 days 04:21:14.000000000,0 days 00:27:34.000000000,0 days 02:33:21.000000000,0 days 01:20:20.000000000
23,24,GRANADE ROMUALD,FONTANIL TRIATHLON,6 S4M,M,0 days 04:22:12.000000000,0 days 00:27:18.000000000,0 days 02:30:52.000000000,0 days 01:24:04.000000000
24,25,DELICOURT STEPHANE,TRIALP MOIRANS,7 S4M,M,0 days 04:23:05.000000000,0 days 00:28:35.000000000,0 days 02:32:04.000000000,0 days 01:22:27.000000000
25,26,RIVOIRARD SEBASTIEN,ASM SAINT ETIENNE TRIATHLON 42,8 S4M,M,0 days 04:23:42.000000000,0 days 00:29:30.000000000,0 days 02:32:03.000000000,0 days 01:22:11.000000000
26,27,PORAS FABRICE,J3 SPORTS AMILLY SECTION TRIATHLON,4 V1M,M,0 days 04:24:21.000000000,0 days 00:28:11.000000000,0 days 02:36:52.000000000,0 days 01:19:19.000000000
27,28,BERNAUD JEAN LOUIS,ASM SAINT ETIENNE TRIATHLON 42,6 S2M,M,0 days 04:25:36.000000000,0 days 00:25:40.000000000,0 days 02:28:13.000000000,0 days 01:31:45.000000000
28,29,DOUCENE ARESKI,ROUEN TRIATHLON,9 S3M,M,0 days 04:26:01.000000000,0 days 00:31:20.000000000,0 days 02:31:36.000000000,0 days 01:23:07.000000000
29,30,BUZZARELLO YANNICK,AL ECHIROLLES TRIATHLON,10 S3M,M,0 days 04:26:41.000000000,0 days 00:30:20.000000000,0 days 02:33:52.000000000,0 days 01:22:31.000000000
30,31,GAUTIER ERIC,FONTANIL TRIATHLON,5 V1M,M,0 days 04:27:28.000000000,0 days 00:31:28.000000000,0 days 02:28:33.000000000,0 days 01:27:28.000000000
31,32,JACQUES PIERRE ANDRE,LES MILLES PATTES TRIATHLON,7 S2M,M,0 days 04:28:02.000000000,0 days 00:30:33.000000000,0 days 02:35:10.000000000,0 days 01:22:21.000000000
32,33,DIDIER DAMIEN,TRIATHLON CLUB DES 2 RIVES,9 S4M,M,0 days 04:29:02.000000000,0 days 00:31:49.000000000,0 days 02:37:39.000000000,0 days 01:19:35.000000000
33,34,COCHARD BERTRAND,TRI 07 PRIVAS TRIATHLON,10 S4M,M,0 days 04:29:39.000000000,0 days 00:34:31.000000000,0 days 02:34:56.000000000,0 days 01:20:14.000000000
34,35,MOITA GAEL,TEAM MERMILLOD TRIATHLON,11 S3M,M,0 days 04:30:45.000000000,0 days 00:28:32.000000000,0 days 02:34:35.000000000,0 days 01:27:39.000000000
35,36,JACOPE FABRICE,REIMS TRIATHLON,11 S4M,M,0 days 04:30:52.000000000,0 days 00:28:48.000000000,0 days 02:35:03.000000000,0 days 01:27:03.000000000
36,37,BLATTNER JEAN-MARIE,RILLIEUX TRIATHLON,12 S4M,M,0 days 04:31:02.000000000,0 days 00:27:48.000000000,0 days 02:38:18.000000000,0 days 01:24:57.000000000
37,38,GAND RAPHAEL,BOURG EN BRESSE TRIATHLON,12 S3M,M,0 days 04:31:16.000000000,0 days 00:30:36.000000000,0 days 02:31:22.000000000,0 days 01:29:20.000000000
38,39,POIZAT ERIC,TRIATHLON MACON CLUB,1 V2M,M,0 days 04:31:16.000000000,0 days 00:31:02.000000000,0 days 02:36:37.000000000,0 days 01:23:38.000000000
39,40,GAUDARD SÉBASTIEN,HAUTJURA VO3MAX,13 S4M,M,0 days 04:31:29.000000000,0 days 00:25:55.000000000,0 days 02:38:37.000000000,0 days 01:26:59.000000000
40,41,PHILIPPE OLIVIER,AIX SAVOIE TRIATHLON,14 S4M,M,0 days 04:31:51.000000000,0 days 00:31:25.000000000,0 days 02:32:29.000000000,0 days 01:27:58.000000000
41,42,SANTATO PHILIPPE,AIX SAVOIE TRIATHLON,2 V2M,M,0 days 04:31:52.000000000,0 days 00:32:17.000000000,0 days 02:32:51.000000000,0 days 01:26:45.000000000
42,43,VENET MATHIEU,BOURG EN BRESSE TRIATHLON,13 S3M,M,0 days 04:32:14.000000000,0 days 00:28:42.000000000,0 days 02:40:03.000000000,0 days 01:23:30.000000000
