,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,AUGUEUX BENOÎT,BEAUNE TRIATHLON,1 S4M,M,0 days 02:10:38.000000000,0 days 00:19:54.000000000,0 days 01:12:30.000000000,0 days 00:36:09.000000000
1,2,PINNA ERIC,TOS TRIATHLON,1 V1M,M,0 days 02:15:26.000000000,0 days 00:21:51.000000000,0 days 00:00:00.000000000,0 days 00:35:47.000000000
2,3,SABY YOHAN,TRICASTIN TRIATHLON CL,1 JUM,M,0 days 02:15:46.000000000,0 days 00:20:10.000000000,0 days 01:17:50.000000000,0 days 00:35:35.000000000
3,4,AUPAIX LAURENT,TRI GT,1 S1M,M,0 days 02:15:57.000000000,0 days 00:19:36.000000000,0 days 01:16:31.000000000,0 days 00:37:38.000000000
4,5,LANDREAU ANTHONY,VITROLLES TRIATHLON,2 S4M,M,0 days 02:16:24.000000000,0 days 00:22:06.000000000,0 days 01:15:34.000000000,0 days 00:36:34.000000000
5,6,MICHEL LOÏC,TEAM MERMILLOD TRIAT,1 S2M,M,0 days 02:16:57.000000000,0 days 00:23:02.000000000,0 days 01:15:35.000000000,0 days 00:35:56.000000000
6,7,ESPITALIER SÉBASTIEN,TEAM MERMILLOD TRIAT,1 S3M,M,0 days 02:17:04.000000000,0 days 00:20:53.000000000,0 days 01:17:57.000000000,0 days 00:36:06.000000000
7,8,FANTOLI OLIVIER,TEAM MERMILLOD TRIAT,2 V1M,M,0 days 02:17:10.000000000,0 days 00:19:56.000000000,0 days 01:17:45.000000000,0 days 00:37:03.000000000
8,9,ZIEBA GRÉGORY,TOS TRIATHLON,2 S3M,M,0 days 02:18:18.000000000,0 days 00:23:15.000000000,0 days 01:16:21.000000000,0 days 00:36:20.000000000
9,10,CROZET GUILLAUME,ASMSE TRIATHLON 42,2 S2M,M,0 days 02:18:38.000000000,0 days 00:20:03.000000000,0 days 01:17:54.000000000,0 days 00:38:40.000000000
10,11,RUSCONI MICHAEL,LES ALLIGATORS SEYNOD,2 S1M,M,0 days 02:19:36.000000000,0 days 00:21:08.000000000,0 days 01:16:41.000000000,0 days 00:39:39.000000000
11,12,PHILIPPE XAVIER,A.L. ECHIROLLES TRIATHL,3 S3M,M,0 days 02:20:05.000000000,0 days 00:24:34.000000000,0 days 01:14:33.000000000,0 days 00:38:33.000000000
12,13,CARASSUS ERIC,CRV LYON TRIATHLON,3 V1M,M,0 days 02:20:09.000000000,0 days 00:27:25.000000000,0 days 01:14:26.000000000,0 days 00:35:11.000000000
13,14,CARSANA OLIVIER,VALENCE TRIATHLON,4 V1M,M,0 days 02:20:12.000000000,0 days 00:20:07.000000000,0 days 01:17:55.000000000,0 days 00:40:07.000000000
14,15,CHRISTIN NICOLAS,A.L. ECHIROLLES TRIATHL,4 S3M,M,0 days 02:20:13.000000000,0 days 00:22:34.000000000,0 days 01:16:56.000000000,0 days 00:38:15.000000000
15,16,BOIS JEAN-CHRISTOPHE,ASVEL TRIATHLON,3 S4M,M,0 days 02:20:16.000000000,0 days 00:20:33.000000000,0 days 01:19:03.000000000,0 days 00:38:23.000000000
16,17,PAILLARD SIMON,OUEST RUN TRIATHLON,5 S3M,M,0 days 02:20:35.000000000,0 days 00:22:49.000000000,0 days 01:18:41.000000000,0 days 00:36:40.000000000
17,18,ALLAIN GUILLAUME,LAGARDERE PARIS RACIN,3 S2M,M,0 days 02:20:41.000000000,0 days 00:22:57.000000000,0 days 01:19:41.000000000,0 days 00:35:55.000000000
18,19,BRENNENRAEDTS CÉDRIC,ENERGY TRI,3 S1M,M,0 days 02:20:49.000000000,0 days 00:23:09.000000000,0 days 01:19:56.000000000,0 days 00:35:16.000000000
19,20,SALERY EMERIC,ASVEL TRIATHLON,6 S3M,M,0 days 02:21:01.000000000,0 days 00:22:33.000000000,0 days 01:19:53.000000000,0 days 00:36:14.000000000
20,21,JOUFFRET SEBASTIEN,TRIATHLON AMBERIEU EN,4 S2M,M,0 days 02:21:09.000000000,0 days 00:23:46.000000000,0 days 01:14:21.000000000,0 days 00:40:00.000000000
21,22,VIGNOUD JULIEN,CHAMBERY TRIATHLON,4 S1M,M,0 days 02:21:21.000000000,0 days 00:21:04.000000000,0 days 01:18:01.000000000,0 days 00:40:15.000000000
22,23,BOUDIN CHRISTOPHE,TEAM MERMILLOD TRIAT,5 V1M,M,0 days 02:21:27.000000000,0 days 00:20:57.000000000,0 days 01:18:06.000000000,0 days 00:40:24.000000000
23,24,DECAS DAMIEN,VALENCE TRIATHLON,5 S1M,M,0 days 02:21:36.000000000,0 days 00:20:42.000000000,0 days 01:17:49.000000000,0 days 00:41:00.000000000
24,25,ARNAUD CÉDRIC,LES ALLIGATORS SEYNOD,7 S3M,M,0 days 02:21:59.000000000,0 days 00:22:56.000000000,0 days 01:16:59.000000000,0 days 00:39:24.000000000
25,26,CHANTREUIL GUILLAUME,MSA TRIATHLON,6 S1M,M,0 days 02:22:00.000000000,0 days 00:18:57.000000000,0 days 01:19:40.000000000,0 days 00:40:43.000000000
26,27,LINGEN SYLVAIN,AIX SAVOIE TRIATHLON,8 S3M,M,0 days 02:22:39.000000000,0 days 00:20:56.000000000,0 days 01:19:25.000000000,0 days 00:40:07.000000000
27,28,BIRAT JEAN-MARC,ASVEL TRIATHLON,9 S3M,M,0 days 02:22:40.000000000,0 days 00:23:36.000000000,0 days 01:18:45.000000000,0 days 00:37:38.000000000
28,29,CHARROL BERNARD,VALENCE TRIATHLON,6 V1M,M,0 days 02:23:11.000000000,0 days 00:24:12.000000000,0 days 01:19:01.000000000,0 days 00:37:40.000000000
29,30,GLOVER MICHAEL,NOOSA TRIATHLETES,7 S1M,M,0 days 02:23:18.000000000,0 days 00:20:45.000000000,0 days 01:20:51.000000000,0 days 00:39:33.000000000
30,31,MARTEL JERÔME,VALENCE TRIATHLON,4 S4M,M,0 days 02:23:40.000000000,0 days 00:22:24.000000000,0 days 01:20:14.000000000,0 days 00:38:53.000000000
31,32,VOGEL NICOLAS,GUC TRIATHLON,5 S2M,M,0 days 02:24:21.000000000,0 days 00:24:32.000000000,0 days 01:19:40.000000000,0 days 00:37:33.000000000
32,33,PAILLERET GUILHEM,GUC TRIATHLON,2 JUM,M,0 days 02:24:21.000000000,0 days 00:25:06.000000000,0 days 01:17:15.000000000,0 days 00:39:36.000000000
33,34,MARET EDOUARD,SWISS TRIATHLON,5 S4M,M,0 days 02:24:36.000000000,0 days 00:24:34.000000000,0 days 01:18:48.000000000,0 days 00:39:03.000000000
34,35,DELETRAZ JULIEN,ASMSE TRIATHLON 42,6 S4M,M,0 days 02:24:53.000000000,0 days 00:20:40.000000000,0 days 01:19:54.000000000,0 days 00:42:18.000000000
35,36,PAGAND PIERRE-DAVID,LES ALLIGATORS SEYNOD,1 V2M,M,0 days 02:24:57.000000000,0 days 00:25:20.000000000,0 days 01:18:03.000000000,0 days 00:39:21.000000000
36,37,DESROY CHRISTOPHE,SAINT PRIEST TRIATHLON,7 S4M,M,0 days 02:25:19.000000000,0 days 00:22:20.000000000,0 days 01:19:04.000000000,0 days 00:40:47.000000000
37,38,PICCIOLI PIERRE,TRIATHLON AMBERIEU EN,8 S4M,M,0 days 02:25:29.000000000,0 days 00:24:13.000000000,0 days 01:18:59.000000000,0 days 00:39:50.000000000
38,39,ASSIE FLORIAN,VERSAILLES TRIATHLON,6 S2M,M,0 days 02:26:08.000000000,0 days 00:21:00.000000000,0 days 01:21:25.000000000,0 days 00:41:33.000000000
39,40,ZUTTER JULIEN,HYERES TRIATHLON,7 S2M,M,0 days 02:26:13.000000000,0 days 00:22:12.000000000,0 days 01:22:24.000000000,0 days 00:38:42.000000000
40,41,GAUDARD SÉBASTIEN,HAUT JURA VO3 MAX TRIA,9 S4M,M,0 days 02:26:20.000000000,0 days 00:00:00.000000000,0 days 01:22:43.000000000,0 days 00:41:29.000000000
41,42,WHITE LAURENT,TEAM MERMILLOD TRIAT,10 S3M,M,0 days 02:26:31.000000000,0 days 00:24:57.000000000,0 days 01:17:43.000000000,0 days 00:40:49.000000000
42,43,DIDIER DAMIEN,TC2R,10 S4M,M,0 days 02:26:35.000000000,0 days 00:24:36.000000000,0 days 01:20:17.000000000,0 days 00:39:33.000000000
43,44,CRETIN CYRIL,ASMSE TRIATHLON 42,8 S2M,M,0 days 02:26:38.000000000,0 days 00:23:07.000000000,0 days 01:20:41.000000000,0 days 00:39:57.000000000
44,45,WARTEL JULIEN,NON LICENCIÉ,8 S1M,M,0 days 02:27:08.000000000,0 days 00:30:09.000000000,0 days 01:14:21.000000000,0 days 00:39:29.000000000
45,46,NESTI FRANCESCO,FIRENZE TRIATHLON,11 S3M,M,0 days 02:27:10.000000000,0 days 00:22:51.000000000,0 days 01:21:10.000000000,0 days 00:40:32.000000000
46,47,WELLER STEFAN,LC OLYMPIA WIESBADEN,11 S4M,M,0 days 02:27:32.000000000,0 days 00:25:35.000000000,0 days 01:18:26.000000000,0 days 00:41:07.000000000
47,48,BOGLIONI MICHELE,FREEZONE,9 S2M,M,0 days 02:27:47.000000000,0 days 00:23:10.000000000,0 days 01:20:22.000000000,0 days 00:41:52.000000000
48,49,AGIER ARNAUD,ASMSE TRIATHLON 42,10 S2M,M,0 days 02:27:59.000000000,0 days 00:22:12.000000000,0 days 01:23:43.000000000,0 days 00:40:06.000000000
49,50,FAURAX WILLIAM,CHAMBERY TRIATHLON,7 V1M,M,0 days 02:28:09.000000000,0 days 00:23:24.000000000,0 days 01:19:42.000000000,0 days 00:42:33.000000000
50,51,MERMILLOD PATRICK,TEAM MERMILLOD TRIAT,2 V2M,M,0 days 02:28:19.000000000,0 days 00:23:34.000000000,0 days 01:20:32.000000000,0 days 00:41:36.000000000
51,52,BESANCON FLORIAN,CRV LYON TRIATHLON,11 S2M,M,0 days 02:28:21.000000000,0 days 00:25:51.000000000,0 days 01:19:50.000000000,0 days 00:40:20.000000000
52,53,MENNESSON MATTHIEU,VALENCE TRIATHLON,12 S4M,M,0 days 02:28:36.000000000,0 days 00:26:53.000000000,0 days 01:18:51.000000000,0 days 00:40:15.000000000
53,54,LAGARDE CÉDRIC,TEAM MERMILLOD TRIAT,12 S3M,M,0 days 02:29:01.000000000,0 days 00:25:40.000000000,0 days 01:20:59.000000000,0 days 00:38:33.000000000
54,55,CUET EMMANUEL,ASVEL TRIATHLON,8 V1M,M,0 days 02:29:04.000000000,0 days 00:22:16.000000000,0 days 01:21:37.000000000,0 days 00:42:31.000000000
55,56,CROQUETTE FRANÇOIS,IRON CLUB DANNEMARIE,13 S3M,M,0 days 02:29:05.000000000,0 days 00:24:51.000000000,0 days 01:21:32.000000000,0 days 00:39:53.000000000
56,57,ARRIGONI SÉBASTIEN,TRISPIRIDON OYONNAX,9 V1M,M,0 days 02:29:07.000000000,0 days 00:24:42.000000000,0 days 01:21:07.000000000,0 days 00:41:06.000000000
57,58,DOMENGE ALEXANDRE,LES HYDROCYCLOPEDS,14 S3M,M,0 days 02:29:27.000000000,0 days 00:24:30.000000000,0 days 01:18:46.000000000,0 days 00:44:00.000000000
58,59,TESSIER RÉGIS,ASVEL TRIATHLON,10 V1M,M,0 days 02:29:30.000000000,0 days 00:24:19.000000000,0 days 01:23:20.000000000,0 days 00:39:13.000000000
59,60,DI MARIA JEAN-LUC,A.L. ECHIROLLES TRIATHL,1 V3M,M,0 days 02:29:31.000000000,0 days 00:23:05.000000000,0 days 01:22:28.000000000,0 days 00:41:09.000000000
60,61,BELVILLE EMERIC,AIX SAVOIE TRIATHLON,9 S1M,M,0 days 02:29:34.000000000,0 days 00:23:42.000000000,0 days 01:19:01.000000000,0 days 00:44:20.000000000
61,62,GIOVENALI GIACOMO,VIS CORTONA TRIATHLON,13 S4M,M,0 days 02:29:38.000000000,0 days 00:26:20.000000000,0 days 01:21:12.000000000,0 days 00:39:25.000000000
62,63,GRISON OLIVIER,CRV LYON TRIATHLON,12 S2M,M,0 days 02:30:04.000000000,0 days 00:27:04.000000000,0 days 01:21:19.000000000,0 days 00:38:50.000000000
63,64,CHATELAIN MAURICE,TEAM MERMILLOD TRIAT,10 S1M,M,0 days 02:30:10.000000000,0 days 00:24:34.000000000,0 days 01:23:23.000000000,0 days 00:39:52.000000000
64,65,BERNHARD MICKAEL,TRIMOVAL,13 S2M,M,0 days 02:30:13.000000000,0 days 00:23:13.000000000,0 days 01:21:46.000000000,0 days 00:42:31.000000000
65,66,LAROCHE CAMILLE,LES ALLIGATORS SEYNOD,14 S2M,M,0 days 02:30:22.000000000,0 days 00:27:08.000000000,0 days 01:23:41.000000000,0 days 00:36:54.000000000
66,67,BERTRAND FABRICE,LEMAN TRIATHLON CLUB,11 V1M,M,0 days 02:30:39.000000000,0 days 00:23:31.000000000,0 days 01:23:04.000000000,0 days 00:41:17.000000000
67,68,FABRE JÉRÔME,LES ALLIGATORS SEYNOD,12 V1M,M,0 days 02:30:54.000000000,0 days 00:23:47.000000000,0 days 01:22:45.000000000,0 days 00:41:16.000000000
68,69,DRAGO-RAJON FABIEN,GUC TRIATHLON,15 S3M,M,0 days 02:30:56.000000000,0 days 00:25:06.000000000,0 days 01:21:35.000000000,0 days 00:41:46.000000000
69,70,BRUGIERE STEEVE,ASVEL TRIATHLON,15 S2M,M,0 days 02:30:58.000000000,0 days 00:24:51.000000000,0 days 01:22:30.000000000,0 days 00:40:38.000000000
70,71,GATINET JULIEN,PASSY MONT BLANC TRIA,16 S2M,M,0 days 02:31:09.000000000,0 days 00:26:46.000000000,0 days 01:19:07.000000000,0 days 00:42:43.000000000
71,72,JEAN SÉBASTIEN,ASMSE TRIATHLON 42,16 S3M,M,0 days 02:31:14.000000000,0 days 00:24:11.000000000,0 days 01:23:55.000000000,0 days 00:41:10.000000000
72,73,MERHAN BAPTISTE,NON LICENCIÉ,3 JUM,M,0 days 02:31:22.000000000,0 days 00:29:55.000000000,0 days 01:16:45.000000000,0 days 00:40:17.000000000
73,74,TRUPKIEWICZ XAVIER,NON LICENCIÉ,17 S3M,M,0 days 02:31:23.000000000,0 days 00:25:16.000000000,0 days 01:20:18.000000000,0 days 00:41:10.000000000
74,75,MARTIN NICOLAS,TRIATHLON DU SALEVE,14 S4M,M,0 days 02:31:44.000000000,0 days 00:23:36.000000000,0 days 01:21:31.000000000,0 days 00:44:14.000000000
75,76,MICHOUX FRANÇOIS,RED STAR CLUB CHAMPIG,3 V2M,M,0 days 02:31:44.000000000,0 days 00:25:46.000000000,0 days 01:22:01.000000000,0 days 00:41:29.000000000
76,77,OSTIAN JEAN,GUC TRIATHLON,15 S4M,M,0 days 02:31:48.000000000,0 days 00:25:57.000000000,0 days 01:21:10.000000000,0 days 00:41:30.000000000
77,78,HELSEMANS LAURENT,ENERGY TRI,11 S1M,M,0 days 02:32:07.000000000,0 days 00:26:13.000000000,0 days 01:22:29.000000000,0 days 00:40:26.000000000
78,79,IMBERT DAVID,EMBRUN TRIATHLON CLU,13 V1M,M,0 days 02:32:10.000000000,0 days 00:24:50.000000000,0 days 01:24:33.000000000,0 days 00:39:37.000000000
79,80,LE METAYER WILLIAM,TRIATHLON DE MONTBELI,16 S4M,M,0 days 02:32:16.000000000,0 days 00:25:32.000000000,0 days 01:22:57.000000000,0 days 00:40:41.000000000
80,81,RENOULT CYRIL,BEAUMONT TRIATHLON,17 S2M,M,0 days 02:32:31.000000000,0 days 00:27:36.000000000,0 days 01:20:08.000000000,0 days 00:42:08.000000000
81,82,SOYARD HERVÉ,NON LICENCIÉ,14 V1M,M,0 days 02:32:33.000000000,0 days 00:26:37.000000000,0 days 01:20:19.000000000,0 days 00:43:24.000000000
82,83,GAGLIARDI ROGER,A.L. ECHIROLLES TRIATHL,15 V1M,M,0 days 02:32:36.000000000,0 days 00:26:37.000000000,0 days 01:21:57.000000000,0 days 00:41:18.000000000
83,84,BONFILS JEAN-FRANÇOIS,GENEVATRIATHLON,16 V1M,M,0 days 02:32:38.000000000,0 days 00:24:15.000000000,0 days 01:22:17.000000000,0 days 00:43:14.000000000
84,85,DESCARREGA FRÉDÉRIC,LEMAN TRIATHLON CLUB,4 V2M,M,0 days 02:32:44.000000000,0 days 00:24:46.000000000,0 days 01:21:56.000000000,0 days 00:43:19.000000000
85,86,BOURBON AYMERIC,TEAM MERMILLOD TRIAT,18 S3M,M,0 days 02:32:52.000000000,0 days 00:27:01.000000000,0 days 01:20:50.000000000,0 days 00:41:44.000000000
86,87,VIOLLAND NICOLAS,A.L. ECHIROLLES TRIATHL,19 S3M,M,0 days 02:33:03.000000000,0 days 00:23:15.000000000,0 days 01:24:22.000000000,0 days 00:42:51.000000000
