,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,CHABAUD FRANÇOIS,VITROLLES TRIATHLON,1 V1M,M,0 days 01:58:03.000000000,0 days 00:18:19.000000000,0 days 01:04:15.000000000,0 days 00:35:30.000000000
1,2,STRAGAPEDE VINCENT,GT VESOUL HAUTE SAÔNE,1 S2M,M,0 days 02:01:16.000000000,0 days 00:18:20.000000000,0 days 01:07:15.000000000,0 days 00:35:43.000000000
2,3,FACOMPREZ PIERRE YVES,NEVERS TRIATHLON,2 S2M,M,0 days 02:07:45.000000000,0 days 00:22:10.000000000,0 days 01:08:58.000000000,0 days 00:36:38.000000000
3,4,OCTAVE FREDERIC,TCVD,1 S3M,M,0 days 02:10:54.000000000,0 days 00:20:30.000000000,0 days 01:10:30.000000000,0 days 00:39:56.000000000
4,5,DIDIER DAMIEN,TRIATHLON CLUB DES 2 RIVES,1 S4M,M,0 days 02:16:11.000000000,0 days 00:21:50.000000000,0 days 01:14:24.000000000,0 days 00:39:58.000000000
5,6,MEISTER THIERRY,TRICASTIN TRIATHLON CLUB (TTC),2 S4M,M,0 days 02:17:55.000000000,0 days 00:20:38.000000000,0 days 01:12:32.000000000,0 days 00:44:46.000000000
6,7,SAUVANT NICOLAS,VALENCE TRIATHLON,3 S4M,M,0 days 02:18:20.000000000,0 days 00:18:18.000000000,0 days 01:15:55.000000000,0 days 00:44:08.000000000
7,8,JOUFFRET SEBASTIEN,TRIATHLON AMBÉRIEU EN BUGEY,3 S2M,M,0 days 02:19:18.000000000,0 days 00:22:42.000000000,0 days 01:09:36.000000000,0 days 00:47:01.000000000
8,9,JAY VINCENT,ASMSE TRI42,1 V2M,M,0 days 02:19:48.000000000,0 days 00:18:48.000000000,0 days 01:15:30.000000000,0 days 00:45:32.000000000
9,10,BISCARRAT FREDERIC,MANOSQUE TRIATHLON,4 S4M,M,0 days 02:20:04.000000000,0 days 00:22:50.000000000,0 days 01:13:10.000000000,0 days 00:44:05.000000000
10,11,SZYMEZAK PIERRE,ANNONAY TRIATHLON,2 S3M,M,0 days 02:20:21.000000000,0 days 00:21:58.000000000,0 days 01:14:06.000000000,0 days 00:44:18.000000000
11,12,RICHER BRUNO,ROMANS TRIATHLON,2 V1M,M,0 days 02:23:36.000000000,0 days 00:23:43.000000000,0 days 01:17:16.000000000,0 days 00:42:38.000000000
12,13,DI MARIA JEAN-LUC,AL ECHIROLLES TRIATHLON,1 V3M,M,0 days 02:23:43.000000000,0 days 00:22:04.000000000,0 days 01:17:54.000000000,0 days 00:43:46.000000000
13,14,STRAGAPEDE JOSEPH,VALENCE TRIATHLON,3 S3M,M,0 days 02:25:04.000000000,0 days 00:23:00.000000000,0 days 01:17:07.000000000,0 days 00:44:58.000000000
14,15,AYME STÉPHANIE,TRICASTIN TRIATHLON CLUB (TTC),1 S4F,F,0 days 02:25:12.000000000,0 days 00:19:26.000000000,0 days 01:21:14.000000000,0 days 00:44:32.000000000
15,16,PATSOURIS DAVID,OULLINS TRIATHLON,5 S4M,M,0 days 02:27:15.000000000,0 days 00:21:30.000000000,0 days 01:22:24.000000000,0 days 00:43:22.000000000
16,17,BLADINIERE JEAN CHRISTOPHE,TRICASTIN TRIATHLON CLUB (TTC),2 V2M,M,0 days 02:28:05.000000000,0 days 00:27:31.000000000,0 days 01:18:19.000000000,0 days 00:42:15.000000000
17,18,TAVERNIER FABIEN,ASMSE TRI42,4 S2M,M,0 days 02:28:14.000000000,0 days 00:28:24.000000000,0 days 01:19:49.000000000,0 days 00:40:01.000000000
18,19,BRISSEAUD XAVIER,VALENCE TRIATHLON,3 V1M,M,0 days 02:28:18.000000000,0 days 00:27:48.000000000,0 days 01:16:01.000000000,0 days 00:44:30.000000000
19,20,GACHE FABIEN,COURBEVOIR TRIATHLON,4 S3M,M,0 days 02:30:01.000000000,0 days 00:22:16.000000000,0 days 01:23:20.000000000,0 days 00:44:26.000000000
20,21,JOUNIAUX HERVE,FONTANIL TRIATHLON,4 V1M,M,0 days 02:30:45.000000000,0 days 00:24:30.000000000,0 days 01:19:49.000000000,0 days 00:46:27.000000000
21,22,MASSEBEUF BERNARD,ALES TRIATHLON,3 V2M,M,0 days 02:31:16.000000000,0 days 00:23:06.000000000,0 days 01:19:00.000000000,0 days 00:49:11.000000000
22,23,PLAGNE BRUNO,TRICASTIN TRIATHLON CLUB (TTC),2 V3M,M,0 days 02:32:07.000000000,0 days 00:21:52.000000000,0 days 01:21:45.000000000,0 days 00:48:32.000000000
23,24,ANDRE FRANÇOIS,TRICASTIN TRIATHLON CLUB (TTC),5 S2M,M,0 days 02:32:50.000000000,0 days 00:21:59.000000000,0 days 01:23:21.000000000,0 days 00:47:31.000000000
24,25,LORIDAN DOMINIQUE,MISTRAL TRIATH CLUB ORANGE,1 V4M,M,0 days 02:34:02.000000000,0 days 00:23:14.000000000,0 days 01:20:56.000000000,0 days 00:49:53.000000000
25,26,MARTEL OLIVIER,MASSILIA TRIATHLON,6 S4M,M,0 days 02:34:35.000000000,0 days 00:24:17.000000000,0 days 01:23:15.000000000,0 days 00:47:04.000000000
