,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,DECAS DAMIEN,VALENCE TRIATHLON,1° MSe,M,0 days 02:01:19.000000000,0 days 00:19:18.000000000,0 days 01:07:43.000000000,0 days 00:34:17.000000000
1,2,MALLEBAY NICOLAS,TC LIEVIN,2° MSe,M,0 days 02:03:13.000000000,0 days 00:21:58.000000000,0 days 01:09:49.000000000,0 days 00:31:25.000000000
2,3,BOIS JEAN-CHRISTOPHE,ASVEL TRI,3° MSe,M,0 days 02:03:35.000000000,0 days 00:19:24.000000000,0 days 01:09:51.000000000,0 days 00:34:19.000000000
3,4,PERCELAY GRÉGOIRE,TRIALP MOIRANS,4° MSe,M,0 days 02:05:47.000000000,0 days 00:22:37.000000000,0 days 01:08:42.000000000,0 days 00:34:27.000000000
4,5,BOIRAYON LOIC,ANNONAY TRIATHLON,5° MSe,M,0 days 02:06:26.000000000,0 days 00:21:44.000000000,0 days 01:10:09.000000000,0 days 00:34:31.000000000
5,6,FAURAX WILLIAM,CHAMBERY TRIATHLON,1° MVe,M,0 days 02:06:51.000000000,0 days 00:21:18.000000000,0 days 01:09:48.000000000,0 days 00:35:44.000000000
6,7,BRISSAUD PHILIPPE,VALENCE TRIATHLON,2° MVe,M,0 days 02:07:08.000000000,0 days 00:20:48.000000000,0 days 01:10:23.000000000,0 days 00:35:56.000000000
7,8,CHARROL BERNARD,VALENCE TRIATHLON,3° MVe,M,0 days 02:07:38.000000000,0 days 00:21:44.000000000,0 days 01:11:42.000000000,0 days 00:34:10.000000000
8,9,BRYCZMAN PHILIPPE,VALENCE TRIATHLON,4° MVe,M,0 days 02:07:55.000000000,0 days 00:21:25.000000000,0 days 01:11:36.000000000,0 days 00:34:52.000000000
9,10,MARTEL JEROME,VALENCE TRIATHLON,6° MSe,M,0 days 02:08:28.000000000,0 days 00:22:28.000000000,0 days 01:11:49.000000000,0 days 00:34:10.000000000
10,11,CATON JEAN-PIERRE,ASVEL TRI,7° MSe,M,0 days 02:08:49.000000000,0 days 00:19:44.000000000,0 days 01:12:29.000000000,0 days 00:36:35.000000000
11,12,LEBRAT DAVID,UA SOCIETE GENERALE,8° MSe,M,0 days 02:08:59.000000000,0 days 00:22:36.000000000,0 days 01:10:27.000000000,0 days 00:35:54.000000000
12,13,EMERY SÉBASTIEN,FONTANIL,9° MSe,M,0 days 02:09:10.000000000,0 days 00:21:45.000000000,0 days 01:13:20.000000000,0 days 00:34:04.000000000
13,14,MENNESSON MATTHIEU,VALENCE TRIATHLON,10° MSe,M,0 days 02:09:12.000000000,0 days 00:25:04.000000000,0 days 01:10:06.000000000,0 days 00:34:00.000000000
14,15,MEZGUELDI MOHAMED,ANNONAY TRIATHLON,5° MVe,M,0 days 02:09:42.000000000,0 days 00:21:57.000000000,0 days 01:13:05.000000000,0 days 00:34:39.000000000
15,16,ALLAIN JÉRÔME,COMITE SPORTIF DU LAC DES SAPINS,11° MSe,M,0 days 02:09:58.000000000,0 days 00:21:43.000000000,0 days 01:12:06.000000000,0 days 00:36:08.000000000
