,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
216,217,MAZZADI FRANCK,TRISALÈVE ANNEMASSE,V1 56,M,0 days 02:29:28.000000000,0 days 00:25:09.000000000,0 days 01:20:41.000000000,0 days 00:43:39.000000000
217,218,TESTARD PHILIPPE,ASMSE TRI 42,V1 57,M,0 days 02:29:29.000000000,0 days 00:28:35.000000000,0 days 01:18:07.000000000,0 days 00:42:48.000000000
218,219,FAUCHE VINCENT,CHAMBÉRY TRIATHLON,V2 29,M,0 days 02:29:31.000000000,0 days 00:27:47.000000000,0 days 01:16:55.000000000,0 days 00:44:50.000000000
219,220,VALFORT VINCENT,TRI SPIRIDON OYONNAX,S2 29,M,0 days 02:29:34.000000000,0 days 00:24:13.000000000,0 days 01:24:29.000000000,0 days 00:40:54.000000000
220,221,GIACOMIN LAURENT,ASVEL TRI,S4 39,M,0 days 02:29:43.000000000,0 days 00:23:54.000000000,0 days 01:19:38.000000000,0 days 00:46:12.000000000
221,222,SERAUT OLIVIER,VAULX EN VELIN TRI,V2 30,M,0 days 02:29:49.000000000,0 days 00:25:30.000000000,0 days 01:20:37.000000000,0 days 00:43:43.000000000
222,223,BILLON FREDERIC,ASPTT TRI,V1 58,M,0 days 02:29:49.000000000,0 days 00:27:51.000000000,0 days 01:20:25.000000000,0 days 00:41:35.000000000
223,224,MAZET HERVÉ,TRI AMBÉRIEU EN BUGEY,S4 40,M,0 days 02:29:58.000000000,0 days 00:23:59.000000000,0 days 01:19:26.000000000,0 days 00:46:35.000000000
224,225,DEGRUSON SAMUEL,RILLIEUX TRI,V1 59,M,0 days 02:30:00.000000000,0 days 00:29:10.000000000,0 days 01:17:59.000000000,0 days 00:42:52.000000000
225,226,FRNO CÉDRIC,ASVEL TRI,S3 34,M,0 days 02:30:05.000000000,0 days 00:22:08.000000000,0 days 01:23:36.000000000,0 days 00:44:22.000000000
226,227,POSSETY FRÉDÉRIC,VAULX EN VELIN TRI,V1 60,M,0 days 02:30:08.000000000,0 days 00:26:25.000000000,0 days 01:15:37.000000000,0 days 00:48:07.000000000
227,228,PERROUX PHILIPPE,ALBERTVILLE TARENTAISE TRI,V1 61,M,0 days 02:30:09.000000000,0 days 00:26:52.000000000,0 days 01:20:12.000000000,0 days 00:43:07.000000000
228,229,PERRIN WILFRID,CRV LYON TRI,V1 62,M,0 days 02:30:09.000000000,0 days 00:27:05.000000000,0 days 01:20:43.000000000,0 days 00:42:22.000000000
229,230,PERROT QUENTIN,TRI AMBÉRIEU EN BUGEY,S2 30,M,0 days 02:30:12.000000000,0 days 00:24:40.000000000,0 days 01:14:27.000000000,0 days 00:51:06.000000000
230,231,THARAUD BENJAMIN,NON LICENCIE,S3 35,M,0 days 02:30:20.000000000,0 days 00:31:59.000000000,0 days 01:19:39.000000000,0 days 00:38:42.000000000
