,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
114,115,DUVERNEY MARINE,TRIATHLON DU SALÈVE,3 S2F,,0 days 02:57:01.000000000,0 days 00:29:49.000000000,0 days 01:31:23.000000000,0 days 00:55:49.000000000
115,116,RAVAUX PHILIPPE,BOURG EN BRESSE TRIATHLON,5 V3M,,0 days 02:57:15.000000000,0 days 00:35:20.000000000,0 days 01:30:27.000000000,0 days 00:51:29.000000000
116,117,PASQUINI LUDOVIC,NON LICENCIÉ,23 S3M,,0 days 02:57:24.000000000,0 days 00:33:55.000000000,0 days 01:30:57.000000000,0 days 00:52:33.000000000
117,118,SAMBARDY CHRISTOPHE,TRISPIRIDON OYONNAX,20 V1M,,0 days 02:57:58.000000000,0 days 00:34:41.000000000,0 days 01:28:26.000000000,0 days 00:54:53.000000000
118,119,BELLON JULIEN,LES HYDROCYCLOPEDS,24 S3M,,0 days 02:58:28.000000000,0 days 00:32:45.000000000,0 days 01:30:16.000000000,0 days 00:55:28.000000000
119,120,COULONDRE CLAIRE,CHAMBÉRY TRIATHLON,4 S2F,,0 days 02:59:01.000000000,0 days 00:28:53.000000000,0 days 01:36:51.000000000,0 days 00:53:18.000000000
120,121,AMAT ERIC,NON LICENCIÉ,21 V1M,,0 days 02:59:31.000000000,0 days 00:34:04.000000000,0 days 01:28:00.000000000,0 days 00:57:28.000000000
121,122,LENGLET CHRIS,CHAMBÉRY TRIATHLON,22 V1M,,0 days 03:00:15.000000000,0 days 00:35:28.000000000,0 days 01:30:13.000000000,0 days 00:54:35.000000000
122,123,HARDY DIDIER,LES HYDROCYCLOPEDS,2 V4M,,0 days 03:00:46.000000000,0 days 00:42:04.000000000,0 days 01:26:51.000000000,0 days 00:51:51.000000000
123,124,TONINI MARC,TRIATHLON VILLEFRANCHE SAONE VALLÉE,23 V1M,,0 days 03:00:54.000000000,0 days 00:32:19.000000000,0 days 01:32:45.000000000,0 days 00:55:51.000000000
124,125,MOYNAT MAXIME,NON LICENCIÉ,7 S1M,,0 days 03:01:02.000000000,0 days 00:36:49.000000000,0 days 01:23:14.000000000,0 days 01:01:01.000000000
125,126,LUQUES FRÉDÉRICK,ASVEL TRIATHLON,25 S3M,,0 days 03:02:11.000000000,0 days 00:34:07.000000000,0 days 01:35:25.000000000,0 days 00:52:40.000000000
126,127,PREVOT RACHEL,TRISPIRIDON OYONNAX,2 V1F,,0 days 03:02:48.000000000,0 days 00:31:43.000000000,0 days 01:36:47.000000000,0 days 00:54:19.000000000
127,128,JACQUET PAUL,TRISPIRIDON OYONNAX,3 V4M,,0 days 03:02:49.000000000,0 days 00:39:38.000000000,0 days 01:29:28.000000000,0 days 00:53:43.000000000
128,129,KULMA SÉBASTIEN,TARARE TRIATHLON,26 S3M,,0 days 03:03:28.000000000,0 days 00:34:01.000000000,0 days 01:32:56.000000000,0 days 00:56:32.000000000
129,130,POST GREGOIRE,NON LICENCIÉ,27 S3M,,0 days 03:03:43.000000000,0 days 00:35:11.000000000,0 days 01:34:55.000000000,0 days 00:53:37.000000000
130,131,URTH BRUNO,ASMSE TRIATHLON 42,13 V2M,,0 days 03:03:45.000000000,0 days 00:33:37.000000000,0 days 01:29:53.000000000,0 days 01:00:16.000000000
131,132,DARBO CYRIL,TRIATHLON DU SALÈVE,24 V1M,,0 days 03:04:04.000000000,0 days 00:32:17.000000000,0 days 01:32:57.000000000,0 days 00:58:52.000000000
132,133,JACQUET MARIE,LES HYDROCYCLOPEDS,3 V1F,,0 days 03:04:18.000000000,0 days 00:36:53.000000000,0 days 01:35:40.000000000,0 days 00:51:46.000000000
133,134,BRICOUT ERIC,PASSY MONT BLANC TRIATHLON,28 S3M,,0 days 03:05:36.000000000,0 days 00:36:50.000000000,0 days 01:28:51.000000000,0 days 00:59:56.000000000
134,135,ALTHEY CHARLES,LES HYDROCYCLOPEDS,27 S4M,,0 days 03:06:59.000000000,0 days 00:41:37.000000000,0 days 01:35:38.000000000,0 days 00:49:45.000000000
135,136,LEPIN YVES,TRIATHLON DU SALÈVE,28 S4M,,0 days 03:07:04.000000000,0 days 00:36:49.000000000,0 days 01:26:30.000000000,0 days 01:03:46.000000000
136,137,BLAHA JAN,LES HYDROCYCLOPEDS,29 S3M,,0 days 03:08:16.000000000,0 days 00:32:56.000000000,0 days 01:40:37.000000000,0 days 00:54:44.000000000
137,138,CHARTRON VINCENT,NON LICENCIÉ,13 S2M,,0 days 03:08:22.000000000,0 days 00:30:46.000000000,0 days 01:32:01.000000000,0 days 01:05:37.000000000
138,139,BONNET LUDOVIC,COMITÉ SPORTIF DU LAC DES SAPINS,25 V1M,,0 days 03:08:40.000000000,0 days 00:43:16.000000000,0 days 01:30:15.000000000,0 days 00:55:11.000000000
139,140,VINCENT ALEXIS,RILLIEUX TRIATHLON,30 S3M,,0 days 03:08:47.000000000,0 days 00:28:44.000000000,0 days 01:30:45.000000000,0 days 01:09:19.000000000
140,141,MOULIN PHILIPPE,CHALON TRIATHLON CLUB,14 V2M,,0 days 03:10:31.000000000,0 days 00:33:38.000000000,0 days 01:39:35.000000000,0 days 00:57:18.000000000
141,142,MESONA DIDIER,VALENCE TRIATHLON,15 V2M,,0 days 03:10:49.000000000,0 days 00:32:26.000000000,0 days 01:36:29.000000000,0 days 01:01:55.000000000
142,143,SCHATTI CHRISTOPHE,SWISS TRIATHLON,6 V3M,,0 days 03:11:19.000000000,0 days 00:36:25.000000000,0 days 01:33:38.000000000,0 days 01:01:18.000000000
143,144,GAGNAIRE ALEXANDRE,NON LICENCIÉ,31 S3M,,0 days 03:11:25.000000000,0 days 00:35:31.000000000,0 days 01:36:23.000000000,0 days 00:59:32.000000000
144,145,DENMEULIN PHILIPPE,CHABLAIS NORDIC,16 V2M,,0 days 03:11:38.000000000,0 days 00:36:28.000000000,0 days 01:35:10.000000000,0 days 01:00:01.000000000
145,146,BROUSTE-VINCENT FABIEN,NON LICENCIÉ,14 S2M,,0 days 03:11:51.000000000,0 days 00:42:16.000000000,0 days 01:37:18.000000000,0 days 00:52:18.000000000
146,147,TROUCHE BÉRANGÉRE,LES HYDROCYCLOPEDS,4 S4F,,0 days 03:12:08.000000000,0 days 00:32:56.000000000,0 days 01:41:34.000000000,0 days 00:57:39.000000000
147,148,MANUEL NORBERT,NON LICENCIÉ,32 S3M,,0 days 03:12:18.000000000,0 days 00:35:54.000000000,0 days 01:35:54.000000000,0 days 01:00:31.000000000
148,149,MIDAVAINE BERNARD,TROLL TEAM TRIATHLON,17 V2M,,0 days 03:12:20.000000000,0 days 00:34:40.000000000,0 days 01:34:44.000000000,0 days 01:02:57.000000000
149,150,ODIN LAURENCE,LES HYDROCYCLOPEDS,5 S4F,,0 days 03:13:24.000000000,0 days 00:38:26.000000000,0 days 01:40:23.000000000,0 days 00:54:36.000000000
150,151,JOSSERAND PHILIPPE,BOURG EN BRESSE TRIATHLON,4 V4M,,0 days 03:14:07.000000000,0 days 00:39:32.000000000,0 days 01:27:50.000000000,0 days 01:06:46.000000000
151,152,MANEGLIA MARION,PASSY MONT BLANC TRIATHLON,5 S2F,,0 days 03:14:37.000000000,0 days 00:35:27.000000000,0 days 01:36:37.000000000,0 days 01:02:33.000000000
152,153,MISSIPO DAVID,TRIATHLON CLUB GENÈVE,7 V3M,,0 days 03:17:24.000000000,0 days 00:40:13.000000000,0 days 01:39:53.000000000,0 days 00:57:19.000000000
153,154,WAREMBOURG THOMAS,NON LICENCIÉ,8 S1M,,0 days 03:19:19.000000000,0 days 00:39:45.000000000,0 days 01:37:27.000000000,0 days 01:02:07.000000000
154,155,MORILLON PATRICE,PASSY MONT BLANC TRIATHLON,8 V3M,,0 days 03:19:42.000000000,0 days 00:40:50.000000000,0 days 01:38:59.000000000,0 days 00:59:53.000000000
155,156,MENEUR VALERY,ASMSE TRIATHLON 42,26 V1M,,0 days 03:21:57.000000000,0 days 00:36:21.000000000,0 days 01:39:50.000000000,0 days 01:05:46.000000000
156,157,OLIVIER CAROLINE,PASSY MONT BLANC TRIATHLON,2 S3F,,0 days 03:22:21.000000000,0 days 00:39:37.000000000,0 days 01:40:27.000000000,0 days 01:02:18.000000000
