,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
113,114,FLAMARY HELLIOT ANTOINE,CHAMPAGNE TRIATHLON VITRY FRANCOIS,38 V1M,M,0 days 04:54:50.000000000,0 days 00:31:52.000000000,0 days 02:50:04.000000000,0 days 01:32:55.000000000
114,115,LACHAMP PHILIPPE,LES MILLES PATTES TRIATHLON,23 S4M,M,0 days 04:55:22.000000000,0 days 00:34:29.000000000,0 days 02:43:48.000000000,0 days 01:37:06.000000000
115,116,GANDON CEDRIC,VALLONS DE LA TOUR TRIATHLON,39 V1M,M,0 days 04:55:30.000000000,0 days 00:34:23.000000000,0 days 02:46:24.000000000,0 days 01:34:44.000000000
116,117,REVILLARD GISLAIN,GUILHERAND GRANGES TRIATHLON,23 S3M,M,0 days 04:55:40.000000000,0 days 00:38:50.000000000,0 days 02:41:01.000000000,0 days 01:35:50.000000000
117,118,DUCROQUET YOANN,VALLEE DE MONTMORENCY TRIATHLON,24 S4M,M,0 days 04:55:54.000000000,0 days 00:36:44.000000000,0 days 02:42:55.000000000,0 days 01:36:16.000000000
118,119,MELIS CYRILLE,KRONOS TRIATHLON,40 V1M,M,0 days 04:55:59.000000000,0 days 00:33:04.000000000,0 days 02:49:46.000000000,0 days 01:33:10.000000000
119,120,FOUCHARD DOMINIQUE,SAINT PRIEST TRIATHLON,5 V3M,M,0 days 04:56:05.000000000,0 days 00:38:05.000000000,0 days 02:41:10.000000000,0 days 01:36:52.000000000
120,121,ROUX STEPHANE,DRAVEIL TRIATHLON,12 V2M,M,0 days 04:56:07.000000000,0 days 00:32:22.000000000,0 days 02:43:13.000000000,0 days 01:40:34.000000000
121,122,BURON FLORIAN,CLUB YERROIS DE TRIATHLON 91,24 S3M,M,0 days 04:56:21.000000000,0 days 00:35:40.000000000,0 days 02:43:50.000000000,0 days 01:36:52.000000000
122,123,NURIT THIERRY,COURBEVOIE TRIATHLON,13 V2M,M,0 days 04:56:48.000000000,0 days 00:38:48.000000000,0 days 02:43:52.000000000,0 days 01:34:10.000000000
123,124,RODENBURG LIONEL,ALBERTVILLE TARENTAISE TRIATHLON,25 S3M,M,0 days 04:56:58.000000000,0 days 00:31:45.000000000,0 days 02:46:40.000000000,0 days 01:38:35.000000000
124,125,HERBE ANTHONY,TRIATHLON CLUB GENEVE,12 S2M,M,0 days 04:57:01.000000000,0 days 00:35:12.000000000,0 days 02:44:44.000000000,0 days 01:37:07.000000000
125,126,DESBOIS CARINE,CHENOVE TRIATHLON,1 S3F,F,0 days 04:57:19.000000000,0 days 00:31:06.000000000,0 days 02:47:36.000000000,0 days 01:38:37.000000000
126,127,DAVID FREDERIC,TEAM MERMILLOD TRIATHLON,6 V3M,M,0 days 04:57:25.000000000,0 days 00:39:05.000000000,0 days 02:52:24.000000000,0 days 01:25:57.000000000
127,128,KERDILES ERIC,ASM BOUYGUES,14 V2M,M,0 days 04:57:37.000000000,0 days 00:31:16.000000000,0 days 02:47:29.000000000,0 days 01:38:53.000000000
128,129,CAZIER JEAN-BAPTISTE,ASVEL TRIATHLON,25 S4M,M,0 days 04:57:42.000000000,0 days 00:44:47.000000000,0 days 02:50:39.000000000,0 days 01:22:18.000000000
129,130,GONIN JULIEN,MACH3 TRIATHLON,26 S4M,M,0 days 04:57:46.000000000,0 days 00:36:06.000000000,0 days 02:46:17.000000000,0 days 01:35:25.000000000
130,131,JACQUIER LUC,LES MILLES PATTES TRIATHLON,6 S1M,M,0 days 04:57:56.000000000,0 days 00:35:56.000000000,0 days 02:46:52.000000000,0 days 01:35:09.000000000
131,132,GANDON MARTIN,TRIATH LONS,13 S2M,M,0 days 04:58:07.000000000,0 days 00:39:28.000000000,0 days 02:46:18.000000000,0 days 01:32:23.000000000
132,133,BLOEM XAVIER,TEAM MERMILLOD TRIATHLON,41 V1M,M,0 days 04:58:21.000000000,0 days 00:33:33.000000000,0 days 02:51:26.000000000,0 days 01:33:24.000000000
133,134,RIVIERE SEBASTIEN,SAINT PRIEST TRIATHLON,27 S4M,M,0 days 04:58:31.000000000,0 days 00:37:47.000000000,0 days 02:48:06.000000000,0 days 01:32:40.000000000
134,135,MICHALLET LAURENT,PUBLIER TRIATHLON,42 V1M,M,0 days 04:58:44.000000000,0 days 00:35:33.000000000,0 days 02:49:53.000000000,0 days 01:33:19.000000000
135,136,STAUBER JOEL,RUSHTEAM ECUBLENS,43 V1M,M,0 days 04:58:51.000000000,0 days 00:31:21.000000000,0 days 02:46:30.000000000,0 days 01:41:02.000000000
136,137,VAISSIERE LOIC,AIX SAVOIE TRIATHLON,44 V1M,M,0 days 04:58:59.000000000,0 days 00:38:55.000000000,0 days 02:42:48.000000000,0 days 01:37:18.000000000
137,138,LOTZ OLIVIER,TEAM MERMILLOD TRIATHLON,28 S4M,M,0 days 04:59:04.000000000,0 days 00:28:31.000000000,0 days 02:49:27.000000000,0 days 01:41:08.000000000
138,139,FRECHET ERIC,TRIATHLON CLUB GENEVE,7 V3M,M,0 days 04:59:15.000000000,0 days 00:32:38.000000000,0 days 02:45:04.000000000,0 days 01:41:34.000000000
139,140,ARCHENY PIERRE,TRISPIRIDON OYONNAX,45 V1M,M,0 days 04:59:28.000000000,0 days 00:34:54.000000000,0 days 02:50:39.000000000,0 days 01:33:56.000000000
140,141,BOUSQUET RONUALD,AIX SAVOIE TRIATHLON,46 V1M,M,0 days 04:59:29.000000000,0 days 00:31:45.000000000,0 days 02:45:58.000000000,0 days 01:41:47.000000000
141,142,LOUCHART OLIVIER,CLUB YERROIS DE TRIATHLON 91,26 S3M,M,0 days 04:59:41.000000000,0 days 00:29:31.000000000,0 days 02:47:05.000000000,0 days 01:43:06.000000000
142,143,MICHALLET ALAIN,AL ECHIROLLES TRIATHLON,47 V1M,M,0 days 04:59:53.000000000,0 days 00:34:04.000000000,0 days 02:43:41.000000000,0 days 01:42:10.000000000
143,144,ARRACHART FREDERIC,LEMAN TRIATHLON CLUB,15 V2M,M,0 days 04:59:57.000000000,0 days 00:32:46.000000000,0 days 02:45:06.000000000,0 days 01:42:06.000000000
144,145,BESSARD DENIS,TRIATH LONS,29 S4M,M,0 days 05:00:15.000000000,0 days 00:36:59.000000000,0 days 02:43:34.000000000,0 days 01:39:43.000000000
145,146,MOORE HELEN,BREST TRIATHLON,1 S2F,F,0 days 05:00:27.000000000,0 days 00:26:58.000000000,0 days 03:00:27.000000000,0 days 01:33:03.000000000
146,147,PRADO MATTEO,RUSHTEAM ECUBLENS,27 S3M,M,0 days 05:01:10.000000000,0 days 00:34:59.000000000,0 days 02:48:15.000000000,0 days 01:37:57.000000000
147,148,COUDER EMMANUEL,VAL D ISERE,48 V1M,M,0 days 05:01:44.000000000,0 days 00:32:39.000000000,0 days 02:42:50.000000000,0 days 01:46:17.000000000
148,149,CHENEREAU BASTIEN,TEAM MERMILLOD TRIATHLON,14 S2M,M,0 days 05:01:58.000000000,0 days 00:38:21.000000000,0 days 02:34:28.000000000,0 days 01:49:11.000000000
149,150,DERUMIGNY DAMIEN,LES HYDROCYCLOPEDS,28 S3M,M,0 days 05:02:10.000000000,0 days 00:34:06.000000000,0 days 02:47:30.000000000,0 days 01:40:36.000000000
150,151,HARDER CHRISTOPHE,DIJON TRIATHLON,29 S3M,M,0 days 05:02:22.000000000,0 days 00:36:45.000000000,0 days 02:48:36.000000000,0 days 01:37:03.000000000
151,152,LIBRE DAVID,VAULX EN VELIN TRIATHLON,49 V1M,M,0 days 05:02:25.000000000,0 days 00:35:51.000000000,0 days 02:54:33.000000000,0 days 01:32:02.000000000
152,153,VALLAT JEREMIE,TRIALP MOIRANS,30 S4M,M,0 days 05:02:50.000000000,0 days 00:34:20.000000000,0 days 02:47:25.000000000,0 days 01:41:07.000000000
153,154,VINCENT PASCAL,CRV LYON TRIATHLON,16 V2M,M,0 days 05:02:55.000000000,0 days 00:38:08.000000000,0 days 02:39:34.000000000,0 days 01:45:14.000000000
154,155,BONGARD JUDITH,RUSHTEAM ECUBLENS,2 S3F,F,0 days 05:03:05.000000000,0 days 00:34:13.000000000,0 days 02:48:30.000000000,0 days 01:40:24.000000000
155,156,DUQUESNE CHRISTOPHE,TRINOSAURE,50 V1M,M,0 days 05:03:11.000000000,0 days 00:31:05.000000000,0 days 02:43:46.000000000,0 days 01:48:21.000000000
156,157,BONETTO LAURENT,TOBESPORT,51 V1M,M,0 days 05:03:30.000000000,0 days 00:35:14.000000000,0 days 02:45:22.000000000,0 days 01:42:56.000000000
157,158,JOURDAIN FLAVIEN,CHAMBERY TRIAHTLON,31 S4M,M,0 days 05:03:33.000000000,0 days 00:35:03.000000000,0 days 02:47:04.000000000,0 days 01:41:27.000000000
158,159,ALTHEY CHARLES,LES HYDROCYCLOPEDS,32 S4M,M,0 days 05:03:43.000000000,0 days 00:40:24.000000000,0 days 02:53:13.000000000,0 days 01:30:07.000000000
159,160,LEMOINE THIERRY,DIJON TRIATHLON,52 V1M,M,0 days 05:03:50.000000000,0 days 00:38:43.000000000,0 days 02:47:09.000000000,0 days 01:38:00.000000000
160,161,SIARD OLIVIER,CLUB YERROIS DE TRIATHLON 91,53 V1M,M,0 days 05:03:54.000000000,0 days 00:32:02.000000000,0 days 02:47:27.000000000,0 days 01:44:26.000000000
161,162,DUCRET DAVID,LES ALLIGATORS SEYNOD,7 S1M,M,0 days 05:04:04.000000000,0 days 00:30:36.000000000,0 days 02:43:20.000000000,0 days 01:50:09.000000000
162,163,GRIMAUD CORINNE,FONTANIL TRIATHLON,1 V1F,F,0 days 05:04:15.000000000,0 days 00:33:25.000000000,0 days 02:51:06.000000000,0 days 01:39:46.000000000
163,164,CLEMENT AURELIEN,DIJON TRIATHLON,15 S2M,M,0 days 05:04:16.000000000,0 days 00:39:15.000000000,0 days 02:42:01.000000000,0 days 01:43:01.000000000
164,165,VINCENDON RENAUD,SWISS TRIATHLON,54 V1M,M,0 days 05:04:37.000000000,0 days 00:32:09.000000000,0 days 02:45:32.000000000,0 days 01:46:58.000000000
