,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,STRAGAPEDE VINCENT,GT VESOUL HAUTE-SAONE,1 S3,M,0 days 02:03:50.000000000,0 days 00:18:38.000000000,0 days 01:09:55.000000000,0 days 00:35:17.000000000
1,2,PINHEIRO KÉVIN,MONTELIMAR TRIATHLON,1 S1,M,0 days 02:08:11.000000000,0 days 00:21:08.000000000,0 days 01:10:38.000000000,0 days 00:36:25.000000000
2,3,RENARD EMANUEL,TRIATHLON CLUB LIEVIN,2 S3,M,0 days 02:08:39.000000000,0 days 00:18:39.000000000,0 days 01:12:38.000000000,0 days 00:37:22.000000000
3,4,JOUFFRET SÉBASTIEN,TRICASTIN TRIATHLON CLUB,3 S3,M,0 days 02:09:31.000000000,0 days 00:21:11.000000000,0 days 01:09:42.000000000,0 days 00:38:38.000000000
4,5,CHEYREZY ROBIN,TRICASTIN TRIATHLON CLUB,1 JU,M,0 days 02:11:23.000000000,0 days 00:18:36.000000000,0 days 01:12:14.000000000,0 days 00:40:33.000000000
5,6,CHRISTIN NICOLAS,A.L.ECHIROLLES TRIATHLON,4 S3,M,0 days 02:13:32.000000000,0 days 00:21:35.000000000,0 days 01:15:08.000000000,0 days 00:36:49.000000000
6,7,RUNDSTADLER KÉVIN,A.L.ECHIROLLES TRIATHLON,2 JU,M,0 days 02:13:58.000000000,0 days 00:19:39.000000000,0 days 01:16:59.000000000,0 days 00:37:20.000000000
7,8,BRYCZMAN PHILIPPE,VALENCE TRIATHLON,1 V1,M,0 days 02:14:55.000000000,0 days 00:21:24.000000000,0 days 01:14:38.000000000,0 days 00:38:53.000000000
8,9,SUGIER THIBAUT,TRICASTIN TRIATHLON CLUB,1 S2,M,0 days 02:15:12.000000000,0 days 00:19:18.000000000,0 days 01:15:55.000000000,0 days 00:39:59.000000000
9,10,DIDIER DAMIEN,TRP,2 V1,M,0 days 02:16:04.000000000,0 days 00:23:46.000000000,0 days 01:15:41.000000000,0 days 00:36:37.000000000
10,11,BOUCHARD GUILLAUME,VITROLLES TRIATHLON,2 S2,M,0 days 02:16:39.000000000,0 days 00:18:35.000000000,0 days 01:19:12.000000000,0 days 00:38:52.000000000
11,12,BUZZARELLO YANNICK,A.L.ECHIROLLES TRIATHLON,5 S3,M,0 days 02:16:54.000000000,0 days 00:22:35.000000000,0 days 01:17:25.000000000,0 days 00:36:54.000000000
12,13,FALQUE YANNICK,NAUTIC CLUB BRIANÇONNAIS,1 S4,M,0 days 02:17:37.000000000,0 days 00:23:10.000000000,0 days 01:16:00.000000000,0 days 00:38:27.000000000
13,14,LEBRAT DAVID,UASG,6 S3,M,0 days 02:17:56.000000000,0 days 00:21:23.000000000,0 days 01:18:19.000000000,0 days 00:38:14.000000000
14,15,MARTEL JEROME,VALENCE TRIATHLON,2 S4,M,0 days 02:18:52.000000000,0 days 00:22:45.000000000,0 days 01:17:24.000000000,0 days 00:38:43.000000000
15,16,VIDBERG MANUEL,PONTARLIER,3 S2,M,0 days 02:19:37.000000000,0 days 00:25:35.000000000,0 days 01:15:47.000000000,0 days 00:38:15.000000000
16,17,BRODZKI IVAN,TRISALEVE ANNEMASSE,7 S3,M,0 days 02:19:43.000000000,0 days 00:21:26.000000000,0 days 01:18:54.000000000,0 days 00:39:23.000000000
