,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,SCHAFFNER FREDERIC,FAST GUEBWILLER,S3M (1),M,0 days 05:09:44.000000000,0 days 00:46:42.000000000,0 days 02:57:54.000000000,0 days 01:25:09.000000000
1,2,PION JULIEN,AIX SAVOIE TRIATHLON,S2M (1),M,0 days 05:17:00.000000000,0 days 00:52:34.000000000,0 days 02:59:29.000000000,0 days 01:24:58.000000000
2,3,DUPRET RUDY,BELGIQUE,S4M (1),M,0 days 05:18:21.000000000,0 days 00:48:08.000000000,0 days 03:05:21.000000000,0 days 01:24:52.000000000
3,4,DUPUIS WILLIAM,ISSOIRE TRI AVENTURE,S2M (2),M,0 days 05:19:13.000000000,0 days 00:55:27.000000000,0 days 03:01:00.000000000,0 days 01:22:47.000000000
4,5,LIEUX ROMAIN,ASMSE,S2M (3),M,0 days 05:20:25.000000000,0 days 00:43:38.000000000,0 days 03:05:58.000000000,0 days 01:30:50.000000000
5,6,AUREILLE FLORIAN,TEAM MERMILLOD TRIATHLON,S3M (2),M,0 days 05:21:43.000000000,0 days 00:52:01.000000000,0 days 03:03:48.000000000,0 days 01:25:55.000000000
6,7,BOLVY FLORIAN,ASSP TRI 69,S2M (4),M,0 days 05:23:36.000000000,0 days 00:46:49.000000000,0 days 03:04:45.000000000,0 days 01:32:04.000000000
7,8,PIRON EMMANUEL,VICHY TRIATHLON,V1M (1),M,0 days 05:24:48.000000000,0 days 00:49:23.000000000,0 days 03:02:36.000000000,0 days 01:32:50.000000000
8,9,DELAPLANCHE DAMIEN,DIJON SINGLE TRACK,S4M (2),M,0 days 05:25:05.000000000,0 days 00:47:48.000000000,0 days 03:10:43.000000000,0 days 01:26:35.000000000
9,10,FERAUD BENJAMIN,ENTENTE SPORTIVE NANTERRE,S3M (3),M,0 days 05:26:10.000000000,0 days 00:47:57.000000000,0 days 03:13:22.000000000,0 days 01:24:52.000000000
10,11,LEVEL ANTOINE,SIX FOURS TRIATHLON,S4M (3),M,0 days 05:26:33.000000000,0 days 00:51:11.000000000,0 days 03:07:53.000000000,0 days 01:27:29.000000000
11,12,SABIN DANIEL,BEAUVAIS TRIATHLON,S3M (4),M,0 days 05:27:05.000000000,0 days 00:46:26.000000000,0 days 03:12:51.000000000,0 days 01:27:48.000000000
12,13,HUET STEPHANE,US CRETEIL TRIATHLON,V1M (2),M,0 days 05:28:14.000000000,0 days 00:53:13.000000000,0 days 03:01:26.000000000,0 days 01:33:36.000000000
13,14,RODRIGUEZ JEAN PIERRE,VICHY TRIATHLON,V2M (1),M,0 days 05:28:18.000000000,0 days 00:48:40.000000000,0 days 03:12:37.000000000,0 days 01:27:02.000000000
14,15,ESPITALIER SEBASTIEN,TEAM MERMILLOD TRIATHLON,S4M (4),M,0 days 05:28:42.000000000,0 days 00:48:10.000000000,0 days 03:10:38.000000000,0 days 01:29:54.000000000
15,16,VANACKER XAVIER,LILLE TRIATHLON,S4M (5),M,0 days 05:30:09.000000000,0 days 00:51:06.000000000,0 days 03:08:52.000000000,0 days 01:30:12.000000000
16,17,FAMBONNE ALEXANDRE,VITROLLES TRIATHLON,S4M (6),M,0 days 05:31:18.000000000,0 days 00:47:16.000000000,0 days 03:10:42.000000000,0 days 01:33:21.000000000
17,18,ZBINDEN MORGAN,NON LICENCIE,V2M (2),M,0 days 05:32:42.000000000,0 days 00:50:05.000000000,0 days 03:06:32.000000000,0 days 01:36:06.000000000
18,19,WATTELLIER ARNAUD,CHAMBERY TRIATHLON,V1M (3),M,0 days 05:33:54.000000000,0 days 00:46:46.000000000,0 days 03:13:41.000000000,0 days 01:33:27.000000000
19,20,BOST FABRICE,CREUSOT TRIATHLON,S3M (5),M,0 days 05:34:42.000000000,0 days 00:57:44.000000000,0 days 03:04:00.000000000,0 days 01:32:58.000000000
20,21,DUC STÉPHANE,TEAM MERMILLOD TRIATHLON,V1M (4),M,0 days 05:36:29.000000000,0 days 00:48:23.000000000,0 days 03:15:55.000000000,0 days 01:32:11.000000000
21,22,CHARITAT ERIC,TRYSSINGEAUX,V1M (5),M,0 days 05:37:39.000000000,0 days 00:50:24.000000000,0 days 03:18:01.000000000,0 days 01:29:15.000000000
22,23,RUSCONI MICKAËL,LES ALLIGATORS SEYNOD TRIATHLON,S1M (1),M,0 days 05:37:49.000000000,0 days 00:49:03.000000000,0 days 03:14:02.000000000,0 days 01:34:45.000000000
23,24,BELZ ARNAUD,HYERES TRIATHLON,S4M (7),M,0 days 05:38:56.000000000,0 days 00:55:29.000000000,0 days 03:09:29.000000000,0 days 01:33:59.000000000
24,25,JACQUET SYLVAIN,LE MEE SPORTS TRIATHLON,S2M (5),M,0 days 05:39:36.000000000,0 days 00:56:10.000000000,0 days 03:11:36.000000000,0 days 01:31:50.000000000
25,26,RICHER BRUNO,TRIATHLON ROMANAIS PEAGEOIS,V2M (3),M,0 days 05:39:45.000000000,0 days 00:54:53.000000000,0 days 03:16:39.000000000,0 days 01:28:14.000000000
26,27,BERNAUD JEAN LOUIS,ASMSE TRI 42,S3M (6),M,0 days 05:40:23.000000000,0 days 00:44:11.000000000,0 days 03:10:50.000000000,0 days 01:45:23.000000000
27,28,FABRE FABIEN,SIX-FOURS TRIATHLON,S2M (6),M,0 days 05:40:26.000000000,0 days 00:53:37.000000000,0 days 03:14:09.000000000,0 days 01:32:42.000000000
