,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
0,1,DEL CORAL VICTOR,CLUB TRIATHLON MARVILLE / ESPAGNE,1-MS3,M,0 days 05:51:52.000000000,0 days 00:35:53.000000000,0 days 03:53:53.000000000,0 days 01:19:36.000000000
1,2,DELLOW DAVID,TEAM TBB /,2-MS3,M,0 days 05:55:37.000000000,0 days 00:30:41.000000000,0 days 03:54:42.000000000,0 days 01:27:46.000000000
2,3,DEGASPERI ALESSANDRO,CUS TRENTO /,3-MS3,M,0 days 05:57:30.000000000,0 days 00:30:43.000000000,0 days 03:58:06.000000000,0 days 01:26:13.000000000
3,4,DE FIIPPIS SCOTT,TEAM TBB /,4-MS3,M,0 days 06:02:29.000000000,0 days 00:34:53.000000000,0 days 04:04:38.000000000,0 days 01:19:53.000000000
4,5,CASTILLO ANDRES,/,5-MS3,M,0 days 06:02:45.000000000,0 days 00:30:21.000000000,0 days 04:05:44.000000000,0 days 01:23:48.000000000
5,6,BAYLISS STEPHEN,TEAM TBB /,6-MS3,M,0 days 06:03:09.000000000,0 days 00:30:40.000000000,0 days 04:06:48.000000000,0 days 01:23:34.000000000
6,7,FARLOW AARON,TEAM TBB /,7-MS3,M,0 days 06:04:58.000000000,0 days 00:30:34.000000000,0 days 04:02:03.000000000,0 days 01:29:35.000000000
7,8,HOLVOET RINUS,ETZ / BELGIQUE,1-MS1,M,0 days 06:09:18.000000000,0 days 00:34:43.000000000,0 days 04:03:54.000000000,0 days 01:26:23.000000000
8,9,REBOUL GILLES,/ FRANCE,1-MV1,M,0 days 06:10:06.000000000,0 days 00:33:25.000000000,0 days 04:11:24.000000000,0 days 01:22:20.000000000
9,10,VAN HOUTEM TIMOTHY,DTTA TEAM ASSE / BELGIQUE,1-MS2,M,0 days 06:10:27.000000000,0 days 00:38:20.000000000,0 days 04:02:31.000000000,0 days 01:26:27.000000000
10,11,CARTER BRETT,TEAM TBB /,8-MS3,M,0 days 06:13:50.000000000,0 days 00:30:23.000000000,0 days 04:09:23.000000000,0 days 01:31:23.000000000
11,12,GUERINEAU FABIEN,TEAM TRIATHLON BAIE DE SOMME / FRANCE,2-MS2,M,0 days 06:18:42.000000000,0 days 00:33:18.000000000,0 days 04:09:37.000000000,0 days 01:32:46.000000000
12,13,SPRINGALL HARRY,TRI KUDU / ANGLETERRE,2-MS1,M,0 days 06:18:47.000000000,0 days 00:34:55.000000000,0 days 04:11:59.000000000,0 days 01:29:21.000000000
13,14,CARRASSUS ERIC,TEAM MERMILLOD TRIATHLON / FRANCE,2-MV1,M,0 days 06:18:57.000000000,0 days 00:41:11.000000000,0 days 04:09:44.000000000,0 days 01:24:59.000000000
14,15,MORENO ALBERT,CERRR IGUALADA / ESPAGNOL,3-MS1,M,0 days 06:24:50.000000000,0 days 00:33:23.000000000,0 days 04:10:38.000000000,0 days 01:38:07.000000000
15,16,ELLIS MARY BETH,TEAM TBB /,1-FS4,F,0 days 06:26:26.000000000,0 days 00:33:56.000000000,0 days 04:21:46.000000000,0 days 01:27:34.000000000
16,17,FACOMPREZ PIERRE-YVES,NEVERS TRIATHLON / FRANCE,3-MS2,M,0 days 06:28:08.000000000,0 days 00:38:03.000000000,0 days 04:12:20.000000000,0 days 01:34:52.000000000
17,18,ORVAIN TONY,TC JOUE LES TOURS / FRANCE,4-MS2,M,0 days 06:28:20.000000000,0 days 00:39:52.000000000,0 days 04:13:39.000000000,0 days 01:31:13.000000000
18,19,ARNAUD FRANCOIS,VALENCE TRIATHLON / FRANCE,1-MS4,M,0 days 06:30:41.000000000,0 days 00:30:46.000000000,0 days 04:09:21.000000000,0 days 01:46:19.000000000
19,20,LEPERS ROMUALD,BEAUNE MONNOT TRIATHLON / FRANCE,3-MV1,M,0 days 06:32:43.000000000,0 days 00:34:48.000000000,0 days 04:19:02.000000000,0 days 01:34:46.000000000
20,21,SMOLDERS JOHAN,KEMPISCH TRIATLON TEAM BELGIUM / BELGIQUE,4-MV1,M,0 days 06:35:11.000000000,0 days 00:41:09.000000000,0 days 04:17:38.000000000,0 days 01:32:12.000000000
21,22,WITH DAMIEN,TEAM MERMILLOD TRIATHLON / FRANCE,5-MS2,M,0 days 06:37:04.000000000,0 days 00:33:28.000000000,0 days 04:25:13.000000000,0 days 01:35:21.000000000
22,23,SULTANA FREDERIC,TRIATHLON SPORT CARQUEITANNE / FRANCE,1-MV3,M,0 days 06:37:24.000000000,0 days 00:34:44.000000000,0 days 04:26:28.000000000,0 days 01:32:48.000000000
23,24,HEILIG ANDREJ,TSV UNTERPFAFFENHOFEN-GERMERING / ALLEMAGNE,2-MS4,M,0 days 06:37:42.000000000,0 days 00:37:05.000000000,0 days 04:26:19.000000000,0 days 01:30:45.000000000
24,25,MOREAU SEBASTIEN,PUISSANCE 3 COURNON / FRANCE,3-MS4,M,0 days 06:38:15.000000000,0 days 00:38:04.000000000,0 days 04:11:28.000000000,0 days 01:44:37.000000000
25,26,MESTRE BRUNO,VERDON OXYGÈNE /,5-MV1,M,0 days 06:38:25.000000000,0 days 00:39:11.000000000,0 days 04:16:49.000000000,0 days 01:37:49.000000000
26,27,LESTER CARRIE,TEAM TBB /,1-FS3,F,0 days 06:38:39.000000000,0 days 00:34:49.000000000,0 days 04:25:48.000000000,0 days 01:35:10.000000000
27,28,LOUISON ALEXANDRA,/,2-FS3,F,0 days 06:43:03.000000000,0 days 00:38:59.000000000,0 days 04:31:50.000000000,0 days 01:28:02.000000000
28,29,DAVIES HYWEL,PLANET X BIKE SCIENCE / ANGLETERRE,4-MS4,M,0 days 06:43:17.000000000,0 days 00:39:52.000000000,0 days 04:16:00.000000000,0 days 01:41:24.000000000
29,30,ZBINDEN MORGAN,TRIVIERA / SUISSE,1-MV2,M,0 days 06:44:16.000000000,0 days 00:41:41.000000000,0 days 04:13:42.000000000,0 days 01:44:25.000000000
30,31,REIJERSE ANTON,TRIATHLON TEAM BODEGRAVEN / PAYS BAS,4-MS1,M,0 days 06:44:38.000000000,0 days 00:50:44.000000000,0 days 04:10:23.000000000,0 days 01:39:29.000000000
31,32,LEWIS TAMSIN,TEAM TBB /,3-FS3,F,0 days 06:47:38.000000000,0 days 00:37:11.000000000,0 days 04:31:15.000000000,0 days 01:36:22.000000000
32,33,SABIN DANIEL,BEAUVAIS TRIATHLON / FRANCE,9-MS3,M,0 days 06:47:53.000000000,0 days 00:36:57.000000000,0 days 04:24:18.000000000,0 days 01:42:41.000000000
33,34,ANDUJAR BASTIDA PEDRO JOSE,C.D. TRIRUNNER / ESPAGNE,6-MS2,M,0 days 06:48:14.000000000,0 days 00:37:24.000000000,0 days 04:12:36.000000000,0 days 01:54:04.000000000
34,35,PEET JAMES,TRILIVING / ANGLETERRE,5-MS4,M,0 days 06:52:15.000000000,0 days 00:40:09.000000000,0 days 04:27:20.000000000,0 days 01:40:29.000000000
