,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
62,63,KERDO JOSEPH,VALENCE TRIATHLON,V1,M,0 days 01:26:47.000000000,,,
63,64,AUTIN SEBASTIEN,ST REMY LES CHEVREUSES,S4,M,0 days 01:26:54.000000000,,,
64,65,OLLIER MATTHIEU,ASPTT MARMANDE TRIATHLON,S3,M,0 days 01:26:59.000000000,,,
65,66,PLANET KEVIN,CHANAS,S1,M,0 days 01:27:02.000000000,,,
66,67,IMBERT JEAN LUC,LE PUY EN VELAY TRIATHLON,V2,M,0 days 01:27:11.000000000,,,
67,68,BOYER VALÉRIE,TRI 07 PRIVAS TRIATHLON,V1,F,0 days 01:27:18.000000000,,,
68,69,LACOMME FABIEN,TC2R,S4,M,0 days 01:27:20.000000000,,,
69,70,TROUSSEY PHILIPPE,ROMANS TRIATHLON,S4,M,0 days 01:27:27.000000000,,,
70,71,FAURE GWENAEL,VALENCE TRIATHLON,S3,M,0 days 01:27:30.000000000,,,
71,72,LEVY GAL ELA,NON LICENCIE,CA,F,0 days 01:27:37.000000000,,,
72,73,DEDIEU GAËTAN,ANNONAY TRIATHLON,S2,M,0 days 01:27:54.000000000,,,
73,74,VAN PARYS PHILIPPE,TOUSSIEU,V1,M,0 days 01:28:14.000000000,,,
74,75,PERIN MORGAN,VALENCE TRIATHLON,S1,M,0 days 01:28:19.000000000,,,
75,76,BOISSY OLIVIER,SAINT LAURENT DU PAPE,V2,M,0 days 01:28:20.000000000,,,
76,77,LEGRAND ALEXANDRE,SAINT ALBAN LEYSSE,S4,M,0 days 01:28:59.000000000,,,
77,78,PATSOURIS DAVID,OULLINS TRIATHLON,S4,M,0 days 01:29:08.000000000,,,
78,79,NOUVET NICOLAS,LE CHAMBON SUR LIGNON,S2,M,0 days 01:29:15.000000000,,,
79,80,ARCHER DIDIER,LE PUY EN VELAY TRIATHLON,V3,M,0 days 01:29:43.000000000,,,
80,81,JOBERT SEBASTIEN,BOURG LES VALENCE,S1,M,0 days 01:30:11.000000000,,,
81,82,GARNODIER VINCENT,LIVRON SUR DROME,V2,M,0 days 01:30:48.000000000,,,
82,83,JOB CHRISTOPHE,NANTERRE,S4,M,0 days 01:30:57.000000000,,,
83,84,LEMARIE CEDRIC,LYON 03,S4,M,0 days 01:31:04.000000000,,,
84,85,GELAY-TURTAUT LOÏC,VALENCE TRIATHLON,S3,M,0 days 01:31:17.000000000,,,
85,86,BOSC LUDOVIC,LAMASTRE,S3,M,0 days 01:31:32.000000000,,,
86,87,FELLIN VINCENT,CHAMBERY TRIATHLON,S2,M,0 days 01:31:53.000000000,,,
87,88,HIDREAU JEAN MARC,TRI 07 PRIVAS TRIATHLON,V5,M,0 days 01:32:09.000000000,,,
88,89,ROUSSET MARTIN,DIEULEFIT,S1,M,0 days 01:32:14.000000000,,,
89,90,BULOT YANNICK,VALENCE TRIATHLON,S2,M,0 days 01:32:24.000000000,,,
90,91,DURIEUX JOËL,TC2R,V4,M,0 days 01:32:46.000000000,,,
91,92,DUFAUD MICKAEL,ST PERAY,S4,M,0 days 01:33:00.000000000,,,
92,93,GEZ AVITAL,NON LICENCIE,CA,F,0 days 01:33:00.000000000,,,
93,94,KATTOUCHE FARID,GUILHERAND-GRANGES,V4,M,0 days 01:33:20.000000000,,,
94,95,PICHETTO PIERRE,DIEULEFIT,S1,M,0 days 01:33:48.000000000,,,
95,96,VALLON CHRISTOPHE,LAMASTRE,V1,M,0 days 01:33:52.000000000,,,
96,97,FONTENEAU LAURENT,MISTRAL TRIATH CLUB,V1,M,0 days 01:33:57.000000000,,,
97,98,MESONA DIDIER,VALENCE TRIATHLON,V3,M,0 days 01:34:56.000000000,,,
98,99,CAUSSE VINCENT,DUNIERE SUR EYRIEUX,V1,M,0 days 01:35:14.000000000,,,
99,100,DAUTHERIBES JOCELYN,MONTFAVET,V1,M,0 days 01:35:46.000000000,,,
100,101,CHOLVY LISE,ANDANCE,S3,F,0 days 01:35:56.000000000,,,
